,desc,wordId,wordIdrev
7936,chỉ phẫu thuật chủng loại polysorttm braided absorbable suture mã sp gl332 36 sợi hộp hsx covidien mới 100,polysort,
5822,chỉ phẫu thuật loại polypropylene 45 cm ep 0 5 usp 7 0 needle 1 2 cir taper 10 mm hàng mới 100 sx 2015,propylen,
7245,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 0 dài 75cm kim 1 2 kim tròn vòng kim 30mm năm sản xuất 2014 trở đi,propylen,
11519,mãnh ghép tổng hợp cấy ghép vào cơ thể dynamesh-ipom pvdf mssp ip071515f1 hộp 01 cái nsx 06 2015 hd 5năm nhà sx feg textiltechnik forschungs-und entwicklungsgesellschaft hàng mới 100,mesh,
1495,chỉ khâu phẫu thuật c0765201 - chủng loại silkam black 4 0 1 5 75cm ds19 năm sx 2015 hàng mới 100,silk,
146,bông cầm máu tự tiêu surgispon 80 x 30 mm hình trụ vô trùng cầm máu trong phẫu thuật trĩ hộp 06 cái mã hàng ssp8030 hàng mới 100 hãng sx aegis lifesciences,spon,
5906,chỉ phẫu thuật loại polypropylene 90 cm ep 2 usp 3 0 2 needles 1 2 cir taper 25 mm hàng mới 100 sx 2016 lễ sx161125 hạn dùng 11-2021,propylen,
2252,chỉ khâu phẫu thuật dùng trong y tế drain cc 25cm non perf ch26 lô 76470 hd 2020 nhà sx peters surgical,,
11492,mãnh ghép tổng hợp cấy ghép vào cơ thể dynamesh endolap 10x15cm hộp 3 cái nhà sx feg textiltechnik forschungs-und entwicklungsgesellschaft hàng mới 100,mesh,
2860,chỉ khâu phẫu thuật mắt 1455p loại không tự tiêu chất liệu poly-propylene 12 sợi hộp hãng sản xuất mani inc nhật hàng mới 100,propylen,
7251,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 1 dài 75cm kim 1 2 kim tròn vòng kim 40mm năm sản xuất 2014 trở đi,propylen,
3522,chỉ khâu phẫu thuật tiệt trùng - tự tiêu mitsu sterilized surgical needled suture dyed undyed cỡ số 3-0 x 75-26 mm 12 chiếc hộp hsx meril endo surgery pvt ltd ấn độ hàng mới 100,,
9320,nl041-3 chỉ khâu phẫu thuật oem,,
11485,mảnh ghép tổng hợp cấy ghép vào cơ thể dynamesh-sis direct soft pv411050f3 01x50cm nsx 06-2017 hd 5 năm nhà sx feg textiltechnik forschungs-und entwicklungsgesellschaft mbh đức hàng mới 100,mesh,
7000,chỉ phẫu thuật tự tiêu v-loc 12 tép hộp vlocm1203 mới 100 nhà sản xuất covidien mỹ,vloc,
9012,mersilk 2 0 75cm 25mm 0 5c 0 chỉ phẫu thuật từ tơ tằm tiệt trùng không tự tiêu hiệu ethicon model w327 hàng mới 100,silk,
7233,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene không kim dài 5 x10cm gói 5 sợi năm sản xuất 2014 trở đi,propylen,
9075,miếng đệm chỉ phẫu thuật dùng trong y tế 320000v2h poch2 feut perf td3 5 dble emb pel st hàng mới 100,,
1246,chỉ khâu phẫu thuật tro-silkofil 75cm usp 2 0 hộp 12 cái hàng y tế mới 100,silk,
5422,chỉ phẫu thuật không tự tiêu su dex sp bl 2-0 polypropylene hãng sản xuất teleflex medical mỹ hàng mới 100,propylen,
5169,chỉ phẩu thuật e27cd240 75cm 24mm 12cái hộp hàng mới 100 hãng vigilenz medical - malaysia sản xuất,,
9294,nguyên liệu chỉ phẫu thuật tự tiêu tổng hợp usp 6-0 pgla rapid dùng sản xuất chỉ catgut-trustigut hàng mới 100,catgut,
2082,chỉ khâu phẫu thuật -dafilon blue 5 0 75cm ds16 pac 36pcs c0935123,dafilon,
2625,chỉ khâu phẫu thuật không tự tiêu chủng loại polypropylene 90cm code 733hr3030-2 lot 160607 hiệu atlas medical ltd hàng mới 100,propylen,
5532,chỉ phẫu thuật loại polypropylene 90 cm ep 4 usp 1 needle 1 2 cir taper 40 mm hàng mới 100 sx 2016 lô sx160611 hạn dùng 06-2021,propylen,
1247,chỉ khâu phẫu thuật tro-silkofil 75cm usp 2 0 3 0 hộp 12 cái hàng y tế mới 100,silk,
2359,chỉ khâu phẫu thuật không tiêu đi kèm dụng cụ khâu đóng cơ phúc mạc laparoscopy mã ist1041 sản xuất năm 2017 hàng mới 100 hãng nước sx ami agency for medical innovations gmbh áo,,
2866,chỉ khâu phẫu thuật mắt 1455p loại không tự tiêu chất liệu poly-propylene 12 sợi hộp hãng sản xuất mani inc nhật hàng mới 100 sản xuất năm 2015,propylen,
5843,chỉ phẫu thuật loại polypropylene 60 cm ep 0 7 usp 6 0 2 needle 3 8 cir taper 13 mm hàng mới 100,propylen,
7801,chỉ phẫu thuật vô trùng luxylene polypropylene 2 0 hrt 2x25mm 90cm code pp20hrt25-d nsx 2017 nsx luxsutures ag luxembourg hộp 12 sợi,luxylen,
5891,chỉ phẫu thuật loại polypropylene 90 cm ep 1 usp 5 0 double needle cir taper 20 mm hàng mới 100,propylen,
8304,dụng cụ chuyên dùng trong nha khoa chỉ khâu phẫu thuật tự tiêu vô trùng - polypropylene 75 cm ep 1 usp 5 0 needle 3 8 19mm hàng mới 100 nhà sản xuất smi ag mã 5101519 1 hộp 12 cái,propylen,
8402,dụng cụ y tế mới 100 dùng 1 lần miếng dán cầm máu 10x20cm dùng trong y tế phẩu thuật hạn sử dụng 09 2018 nhà sản xuất sida pharm,,
7301,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 4 0 dài 90cm 2 kim 1 2 kim tròn vòng kim 20mm năm sản xuất 2014 trở đi hãng sản xuất smi ag,propylen,
10497,vật liệu cầm máu vô trùng tự tiêu dùng trong y tế absorbable hemostat pahacel fibril 5 1cmx10 2cm code pcf15 nsx 2016 hsd 2019 nsx altaylar medikal turkey hộp 10 cái,pahacel fibri,
6578,chỉ phẫu thuật sợi polyglycolic acid tự tiêu tổng hợp tiệt trùng đa sợi bện số 2 0 chiều dài sợi chỉ 70cm sợi chỉ màu tím 12 sợi hộp code pga1082026b0p nsx demetech mới100,pga,
7998,chỉ phẫu thuật chủng loại v-loc tm180 absorbable woundclosure device 12 sợi hộp mã hàng vlocl0803 hsx covidien mới 100,vloc,
3770,chỉ khâu phẫu thuật tự tiêu sinh học bán thành phẩm chromic usp 1 - 150 cm sợi dùng sản xuất chỉ khâu phẫu thuật tự tiêu catgut-trustigut hàng mới 100,catgut,
406,chỉ phẫu thuật v-loc 12 sợi hộp vlocm0604 mới 100 nhà sản xuất covidien mỹ,vloc,
6670,chỉ phẫu thuật tiệt trùng practimono usp 3 0 3 8 24mm,,
7002,chỉ phẫu thuật tự tiêuticron 6 tép hộp 88863385-56 mới 100 nhà sản xuất covidien mỹ,ticron,
5872,chỉ phẫu thuật loại polypropylene 75 cm ep 3 usp 2 0 needle 1 2 cir taper 25 mm hàng mới 100,propylen,
851,chỉ khâu phẫu thuật - novosyn quick undy 2 0 3 90cm hrc37s m ddp pac 36pcs c3046651 hàng mới 100 hsx b braun,novosyn qui,
5453,chỉ phẫu thuật không tự tiêu 7 0 black mono 1000 yds hãng sản xuất ashaway line twine mfg co mỹ mới 100,,
11534,miếng ghép sọ não sinh học tự tiêu - osteomesh 25x25x1 25mm sn 16001382 - 16001391 nsx 08-2016 hsd 08-2019 mới 100,mesh,
2782,chỉ khâu phẫu thuật loại polypropylene 90 cm ep 4 usp 1 needle 1 2 cir taper 40 mm hàng mới 100,propylen,
8302,dụng cụ chuyên dùng trong nha khoa chỉ khâu phẫu thuật tự tiêu vô trùng - polypropylene 75 cm ep 0 7 usp 6 0 needle 3 8 19mm hàng mới 100 nhà sản xuất smi ag mã 5071519 1 hộp 12 cái,propylen,
1878,chỉ khâu phẫu thuật surgical suture luxylene polypropylene 3 0 hr 2x25mm 90cm code pp30hr25-d nsx 2015 nsx luxsutures ag luxembourg hộp 12 sợi,luxylen,
2681,chỉ khâu phẫu thuật liền kim jbp v lift 31036a 31g cỡ 30mm 100 chiếc hộp sản xuất năm 2015 hãng sản xuất feeltech co ltd dùng trong y tế hàng mới 100,,
9326,nl046-3 chỉ khâu phẫu thuật 01-pet đã cắt đoạn dài 75-76 5cm,,
75,5 chỉ khâu phẫu thuật loại a,,
3967,chỉ khâu phẫu thuật vô trùng model trusilk 2-0 dài 75cm 3 8 kim tròn nửa vòng dài 24mm hàng mới 100 do hãng sutures india pvt ấn độ sản xuất nsx năm 2015,silk,
5868,chỉ phẫu thuật loại polypropylene 75 cm ep 12 usp 3 0 needle 1 2 cir taper 25 mm hàng mới 100,propylen,
3581,chỉ khâu phẫu thuật trusynth,trusynth,
9014,mersilk 2 0 75cm 25mm 0 5c o chỉ phẫu thuật từ tơ tằm vô trùng không tự tiêu hiệu ethicon product code w327 hàng mới 100,silk,
108,băng dính y tế thay chỉ khâu da steri-strip r1546 1 4in x 4in 0 64cm x 10cm 50 miếng hộp,steri-,
2674,chỉ khâu phẫu thuật liền kim jbp v lift 29045a 29g cỡ 50mm 100 chiếc hộp sản xuất năm 2014 hãng sản xuất feeltech co ltd dùng trong y tế hàng mới 100,,
7968,chỉ phẫu thuật chủng loại surgiprotm ii monofilament polypropylene mã sp vp76x sợi dài 75cm kim dài 12mm 36 sợi hộp mới 100,surgipro,
8312,dụng cụ chuyên dùng trong nha khoa chỉ khâu phẫu thuật tự tiêu vô trùng - polypropylene 75 cm ep 2 usp 3 0 needle 19mm hàng mới 100 nhà sản xuất smi ag mã 5201519 1 hộp 12 cái,propylen,
7995,chỉ phẫu thuật chủng loại v-loc tm 90 absorbable woundclosure device 12 sợi hộp mã hàng vlocm1744 hsx covidien mới 100,vloc,
2288,chỉ khâu phẫu thuật dùng trong y tế optimer 2 0 1 2 kl36 90cm lô 23345 hd 2020 nhà sx peters surgical,optime,
5890,chỉ phẫu thuật loại polypropylene 90 cm ep 1 5 usp 4 0 2 needle 1 2 cir taper 25 mm hàng mới 100,propylen,
9290,nguyên liệu chỉ phẫu thuật tự tiêu tổng hợp usp 4-0 pgla rapid dùng sản xuất chỉ catgut-trustigut hàng mới 100,catgut,
8251,chỉ y tế progut đường kính 40mm loại 2-0 dài 76cm nsx 09 2014 hsd 08 2019,gut,
1199,chỉ khâu phẫu thuật - steelex ste set 5 7 4x45cm hrc48 m lp pac 12pcs g0617135,steel,
5433,chỉ phẫu thuật không tự tiêu 0 green brd polystr sil 1500 yds hãng sản xuất ashaway line twine mfg co mỹ mới 100,,
7327,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 6 0 dài 75cm kim 1 2 kim tròn vòng kim 15mm năm sản xuất 2014 trở đi hãng sản xuất smi ag,propylen,
415,chỉ phẫu thuật v-loc 12 tép hộp vlocm1203 mới 100 nhà sản xuất covidien mỹ,vloc,
10433,vật liệu cầm máu surgical haemostatic smi-spon 80x30mm tampon code zhg8030 nsx 2014 nsx smi a g belgium hộp 6 cái,spon,
474,chỉ khâu không tự tiêu aurolene dùng trong phẫu thuật mắt đặt trong cơ thể người tối đa 20 ngày model 6002pp hãng sx aurolab hàng mới 100,,
3782,chỉ khâu phẫu thuật tự tiêu sinh học bán thành phẩm chromic usp 6 0 - 75 cm sợi dùng sản xuất chỉ khâu phẫu thuật tự tiêu catgut-trustigut hàng mới 100,catgut,
3524,chỉ khâu phẫu thuật tiệt trùng - tự tiêu mitsu sterilized surgical needled suture dyed undyed cỡ số 6-0 mới 100,,
8012,chỉ phẫu thuật chủng loại maxontm monofilamentabsorbable suture số 5 0 sợi dài 45cm kim dài 13mm cong 3 8 đường tròn 36 sợi hộp mã sp smm5526,maxon,
3970,chỉ khâu phẫu thuật vô trùng model trusilk 4-0 dài 75cm kim tròn nửa vòng dài 19mm hàng mới 100 do hãng sutures india pvt ấn độ sản xuất nsx năm 2015,silk,
5907,chỉ phẫu thuật loại polypropylene 90 cm ep 2 usp 3 0 2 needles 1 2 cir taper 25mm hàng mới 100 sx 2016 lô sx160315 hạn dùng 03-2021,propylen,
1765,chỉ khâu phẫu thuật g0617135 - chủng loại steelex ste set 5 7 4x45cm hrc48 m lp 1pac 12pc hãng sx b braun surgical sa năm sx 2014 hàng mới 100,steel,
7231,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene không kim dài 15x15cm gói 5 sợi năm sản xuất 2014 trở đi hãng sản xuất smi ag,propylen,
3519,chỉ khâu phẫu thuật tiệt trùng - tự tiêu mitsu fst sterilized surgicall needled suture cỡ số 2-0 x 90 36mm chủng loại mitsu hãng sx meril endo surgery pvt ltd ấn độ hàng mới 100,,
4082,chỉ khâu phẫu thuật c0025037 - monosyn quick und 3 0 2 70cm dsmp19 mhãng sx b braun surgical sa năm sx 2015 hàng mới 100,monosyn qui,
234,chế phẩm diệt khuẩn sát trùng da softaman bottle dp vn 500ml 19611sđk vndp-hc-220-03-10,,
5879,chỉ phẫu thuật loại polypropylene 75 cm ep 4 usp 1 needle 1 2 cir taper 30 mm hàng mới 100,propylen,
7804,chỉ phẫu thuật vô trùng luxylene polypropylene 7 0 hr 2x10mm 60cm code pp70hr10-d nsx 2017 nsx luxsutures ag hộp 12 sợi gp 7083nk byt-tb-ct,luxylen,
7880,chỉ phẫu thuật chủng loại maxontm monofilament absorbable suture 36 sợi hộp hãng sản xuất covidien mới 100 mã sản phẩm smm5431,maxon,
3580,chỉ khâu phẫu thuật trusilk,silk,
7343,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 7 0 dài 75cm 2 kim 3 8 cir soft coronar pt 8mm,propylen,
7268,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 2 0 dài 90cm 2 kim 1 2 kim tròn vòng kim 25mm,propylen,
7221,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene không kim 6 x 11cm năm sản xuất 2014 trở đi,propylen,
4073,chỉ khâu phẫu thuật c0022382 chủng loạimonosyn violet 6 0 0 7 70cm drc10 m pac 36pcs hãng sx b braun surgical sa năm sx 2015 hàng mới 100,monosyn,
11482,mảnh ghép tổng hợp cấy ghép vào cơ thể dynamesh-ipom ip072030f1 20x30cm nsx 04-2017 hd 5 năm nhà sx feg textiltechnik forschungs-und entwicklungsgesellschaft mbh đức hàng mới 100,mesh,
3541,chỉ khâu phẫu thuật tiệt trùng - tự tiêu mitsu sterilized surgical needled suture dyed undyed cỡ 2 x 90-40mm 20 hộp hsx meril endo surgery pvt ltd ấn độ hàng mới 100,,
1174,chỉ khâu phẫu thuật - silkam black 3 0 2 75cm hr26 pac 36pcs c0760412 hàng mới 100 hsx b braun surgical s a,silk,
9295,nguyên liệu chỉ phẫu thuật tự tiêu tổng hợp usp 6-0 pgla undyed dùng sản xuất chỉ catgut-trustigut hàng mới 100,catgut,
1762,chỉ khẩu phẫu thuật chỉ tiêu mas-g2938 1 sợi chỉ đi kèm 1 kim hộp 5 bịch bịch 20 sợi mới 100 nhà sx mas năm sx 2015,,
2854,chỉ khâu phẫu thuật mắt 1417 loại không tự tiêu chất liệu poly-propylene 12 sợi hộp hãng sản xuất mani inc nhật hàng mới 100,propylen,
5873,chỉ phẫu thuật loại polypropylene 75 cm ep 3 5 usp 0 needle 1 2 cir taper 25 mm hàng mới 100,propylen,
503,chỉ khâu phẩu thuật,,
3611,chỉ khâu phẫu thuật tự tiêu bán thành phẩm 1 5m plain usp 2 0 -premium hãng sản xuất cofibam ind e com de fios e cabos ltda brazil dùng sản xuất chỉ catgut-trustigut hàng mới 100,catgut,
4115,chỉ khâu phẫu thuật c0760412 - chủng loại silkam pac 36pcs hãng sx b braun surgical sa năm sx 2015 hàng mới 100,silk,
7127,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu catgutplain có thời gian tự tiêu 7 ngày số 2 0 dài 150cm không kim,catgut,
7346,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 7 0 dài 75cm 2 x 3 8 cir soft coronar pt 8mm năm sản xuất 2014 trở đi,propylen,
7307,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 5 0 dài 45cm kim 3 8 kim tam giác vòng kim 12mm,propylen,
5838,chỉ phẫu thuật loại polypropylene 60 cm ep 0 5 usp 7 0 2 x 3 6 cir taper 6 mm hàng mới 100,propylen,
6467,chỉ phẫu thuật polypropylene không tiêu tổng hợp tiệt trùng đơn sợi số 6 0 chiều dài sợi chỉ 60 cm sợi chỉ màu xanh 12 sợi hộp code pm696011g0p nsx demetech mới100,propylen,
7294,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 4 0 dài 75cm kim 1 2 kim tròn vòng kim 15mm năm sản xuất 2014 trở đi hãng sản xuất smi ag,propylen,
762,chỉ khâu phẫu thuật - monosyn quick und6 0 0 7 45cm dgmp11 pac 36pcs c0025807,monosyn qui,
7293,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 4 0 dài 75cm 2 kim 1 2 kim tròn vòng kim 20mm năm sản xuất 2014 trở đi,propylen,
3525,chỉ khâu phẫu thuật tiệt trùng - tự tiêu mitsu sterilized surgical needled suture dyed undyed cỡ số 0 x 90 40mm batch ib17013 12 chiếc tá hãng meril endo surgery pvt ltd mới 100,,
4721,chỉ phẩu thuật monofil fast code fx489q hộp 36 cuộn hàng mới 100,,
86,băng dính y tế dùng thay chỉ khâu da r1549 steri-strip skin closure khổ 1 2in x 2in 50 miếng hộp 4 hộp thùng hàng mới 100,steri-,
144,bông cầm máu tự tiêu surgispon 80 x 30 dia mm vô trùng cầm máu trong phẫu thuật hộp 06 cái mã hàng ssp8030 hàng mới 100 hãng sx aegis lifesciences,spon,
11507,mãnh ghép tổng hợp cấy ghép vào cơ thể dynamesh pp standard 15x15cm hộp 5 cái nhà sx feg textiltechnik forschungs-und entwicklungsgesellschaft hàng mới 100,mesh,
8859,keo sinh học vá mạch máu và màng não 5ml bioglue surgical adhesive hàng mới 100 5 gói hộp hãng sx cryolife mỹ năm sx 2015 bg3515-5-g,bg3515-5-g,
9328,nl049-3 chỉ khâu phẫu thuật 01-pet đã cắt đoạn dài 75-76 5cm,,
6533,chỉ phẩu thuật s47rh220 75cm 22mm 12cái hộp hàng mới 100 hãng vigilenz medical - malaysia sản xuất,,
11506,mãnh ghép tổng hợp cấy ghép vào cơ thể dynamesh pp standard 10x15cm hộp 5 cái nhà sx feg textiltechnik forschungs-und entwicklungsgesellschaft hàng mới 100,mesh,
7362,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu poypropylene số 4 0 dài 90cm 2 kim 1 2 kim tròn vòng kim 20mm,propylen,
9316,nl038-3 chỉ khâu phẫu thuật es,,
1459,chỉ khâu phẫu thuật c0025020 - chủng loại monosyn quick und 6 0 0 7 45cm dsmp11 m hãng sx b braun surgical sa 1pac 36pc năm sx 2015 hàng mới 100,monosyn qui,
9305,nl025-4 chỉ khâu phẫu thuật 01-pet đã cắt đoạn 76-77 5 cm,,
7291,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 3 0 dài 90cm kim 1 2 kim tròn vòng kim 15 30mm năm sản xuất 2014 trở đi hãng sản xuất smi ag,propylen,
1492,chỉ khâu phẫu thuật c0263869 chủng loại silkam black 2 0 3 13 x 60 cm pac 36pcs hãng sx b braun surgical sa hàng mới 100,silk,
1881,chỉ khâu phẫu thuật surgical suture luxylene polypropylene 5 0 hr 2x13mm 75cm code pp50hr13-d nsx 2014 nsx luxsutures ag luxembourg hộp 12 sợi,luxylen,
7986,chỉ phẫu thuật chủng loại vascufiltm coated monofilamentpolybutester mã sp 8886471121v 36 sợi hộp hsx covidien mới 100,vascufil,
3655,chỉ khâu phẫu thuật tự tiêu liền kim vô trùng dùng trong y tế catgurt size 3 0 75cm 1 2 26mm 12 sợi tá hàng mới 100 hãng sản xuất shandong sinorgmed co ltd,,
7274,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 2 0 dài 90cm 2 kim 1 2 kim tròn mũi tam giác vòng kim 25mm năm sản xuất 2014 trở đi,propylen,
582,chỉ khâu phẫu thuật g0617144 chủng loại steelex ste set 1 4 4x45cm hrc37ss m lp pac 12pcs hãng sx b braun surgical sa năm sx 2015 hàng mới 100,steel,
5463,chỉ phẫu thuật không tự tiêu ep0 7 blue mono sutron cuộn 1000 mét hãng sản xuất pearsalls limited anh hàng mới 100,,
5903,chỉ phẫu thuật loại polypropylene 90 cm ep 2 usp 3 0 2 needles 1 2 cir taper 25 mm hàng mới 100,propylen,
481,chỉ khâu không tự tiêu dùng trong phẫu thuật y tế code 1082b gồm 12 chiếc hộp hãng sx surgical specialties corp hàng mới 100,,
2677,chỉ khâu phẫu thuật liền kim jbp v lift 29046a 29g cỡ 40mm 100 chiếc hộp sản xuất năm 2014 hãng sản xuất feeltech co ltd dùng trong y tế hàng mới 100,,
5908,chỉ phẫu thuật loại polypropylene 90 cm ep 3 usp 2 0 2 x 1 2 cir taper 25 mm hàng mới 100 sx 2016 lô sx160501 hạn dùng 05 2021,propylen,
3579,chỉ khâu phẫu thuật trulon,trulon,
1701,chỉ khâu phẫu thuật c2090342 -premilene 2 0 3 75cm hrt26 m hãng sx b braun surgical sa năm 2014hàng mới 100,premilene,
4501,chỉ nâng cơ sms23pl301na- silhouette soft 12 cones nat item sms 23-pl-3 0 1-na 1 unit 2pc hàng mới 100,,
850,chỉ khâu phẫu thuật - novosyn quick undy 2 0 3 90cm hrc37s m ddp pac 36pcs c3046651 hàng mới 100 hsx b braun surgical s a,novosyn qui,
8318,dụng cụ chuyên dùng trong nha khoa chỉ khâu phẫu thuật tự tiêu vô trùng - polypropylene 19 mm 75 cm hàng mới 100 nhà sản xuất smi ag mã 5201519,propylen,
11617,lưới điều trị thoát vị parietex mono polymesh 11x6cm hàng mới 100 nsx pháp hãng sản xuất covidien năm sx 2015-2016 số gp 606 byt-tb-ct,mesh,
486,chỉ khâu không tự tiêu dùng trong phẫu thuật y tế code j1239n gồm 12 chiếc hộp hãng sx surgical specialties corp hàng mới 100,,
7686,chỉ phẫu thuật vô trùng nhãn hiệu polypropylene không kim 6 x 11cm,propylen,
1158,chỉ khâu phẫu thuật - silkam black 2 5 150cm pac 36pcs c0262102,silk,
4114,chỉ khâu phẫu thuật c0263869 chủng loại silkam 2 0 3 13x60cm 1pa 36pc hãng sx b braun surgical sa năm sx 2016 hàng mới 100,silk,
9224,nguyên liệu chỉ khâu phẫu thuật tự tiêu 1 50m chromic usp 0 - premium hãng sản xuất cofibam ind e com de fios e cabos ltda brazil dùng sản xuất chỉ catgut-trustigut hàng mới 100,catgut,
9299,nl012-4 chỉ khâu phẫu thuật a,,
2116,chỉ khâu phẫu thuật demelon-nylon non absorbable suture số 6 0 dài 75cm vòng kim 13mm kim 3 8 tam giác đã được tiệt trùng mới 100 hsx demetech - mỹ năm sx 2017,demelon,
5529,chỉ phẫu thuật loai polypropylene 75cm ep 3 usp 2 0 needle 1 2 cir taper 25mm hàng mới 100,propylen,
7317,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 5 0 dài 90cm 2 kim 1 2 kim tròn vòng kim 16mm năm sản xuất 2014 trở đi hãng sản xuất smi ag,propylen,
7895,chỉ phẫu thuật chủng loại monosoftm monofilament nylon mã sp sn3697 sợi dài 45cm kim dài 11mm 12 sợi hộp mới 100,monosof,
8116,chỉ phẫu thuậtpolysorb 36 tép hộp cl914 mới 100 nhà sản xuất covidien,polysorb,
5830,chỉ phẫu thuật loại polypropylene 45 cm ep 0 7 usp 6 0 needle 3 8 cir cutting 16 mm hàng mới 100,propylen,
143,bông cầm máu tự tiêu surgispon 70 x 50 x 10 mm vô trùng cầm máu trong phẫu thuật hộp 10 cái mã hàng ssp705010 hàng mới 100 hãng sx aegis lifesciences,spon,
3501,chỉ khâu phẫu thuật tervalon green 2 0 mã tg 4458 dùng để khâu vết thương tbyt mới 100 hãng sản xuất chirana séc hãng phân phối vitrex đan mạch năm sx 2016-2017,,
78,băng dán y tế thay chỉ khâu da 3m tm nexcare tm steri-strip tm skin closures model h1546 khổ 1 4 in x 4 in 0 64cm x 10 16 cm đóng gói 30 miếng hộp hàng mới 100,steri-,
3500,chỉ khâu phẫu thuật tapper point tr802 1 2 26 mm double armed 2-0 75cm black 30 sợi hộp,,
1498,chỉ khâu phẫu thuật c0765201 chủng loại silkam black 4 0 1 5 75cm ds19 pac 36pcs hãng sx b braun surgical sa hàng mới 100,silk,
12038,miếng lướt thoát vị vigilenz vigimesh sp mã rm6110sp 6 miếng hộp sx năm 2016 mới 100 hãng sx vigilenz medical devices,mesh,
11912,chỉ phẫu thuật loại polypropylene 75 cm ep 3 5 usp 0 needle 1 2 cir taper 30 mm hàng mới 100 sx 2016,propylen,
5814,chỉ phẫu thuật loại polypropylene 90 cm ep 1 5 usp 4 0 2 needles 1 2 cir taper 20 mm hàng mới 100,propylen,
4936,chỉ phẫu thuật dùng trong nhãn khoa chỉ phẫu thuật không tiêu polypropylene sợi xanh đơn 10 0 1455p 12 cái hộp chủng loại mani sutures polyester hãng chủ sở hữu mani inc japan hàng mới 100,propylen,
11513,mãnh ghép tổng hợp cấy ghép vào cơ thể dynamesh pr4 soft 2a pvdf hộp 1 cái nhà sx feg textiltechnik forschungs-und entwicklungsgesellschaft hàng mới 100 f o c,mesh,
7887,chỉ phẫu thuật chủng loại maxontm monofilament absorbable suture mã sp 8886621311 36 sợi hộp hsx covidien mới 100,maxon,
6271,chỉ phẫu thuật mắt 8065308001 12 tép hộp không phải chỉ tiêu hàng mới 100 hãng sản xuất alcon,,
11520,mãnh ghép tổng hợp cấy ghép vào cơ thể dynamesh-ipom pvdf hộp 01 cái nhà sx feg textiltechnik forschungs-und entwicklungsgesellschaft hàng mới 100,mesh,
11914,chỉ phẫu thuật loại polypropylene 75cm ep 5 usp 2 needle 1 2 cir taper 40mm hàng mới 100 sx 2016,propylen,
4650,chỉ phẫu thuật không tiêu nhãn hiệu monofilament polypropylene model non absorbable surgical suture u s p 12 sợi hộp hàng mới 100,propylen,
4276,chỉ khâu phẫu thuật f1614088 chủng loại steelex 2 5 25m hãng sx b braun surgical sa năm sx 2015 2016 hàng mới 100,steel,
7941,chỉ phẫu thuật chủng loại polysorttm braided absorbablesuture mã sản phẩm cl915 36 sợi hộp hãng sx covidien mới 100,polysort,
11619,lưới thoát vị parietex mono polymesh 11x6cm hàng mới 100 nsx pháp hãng sản xuất covidien năm sx 2015-2016 số gp 606 byt-tb-ct,mesh,
9554,polypropylene sợi xanh đơn 7 0 3308 hãng chủ sở hữu mani inc nhật bản hàng mới 100,propylen,
7885,chỉ phẫu thuật chủng loại maxontm monofilament absorbable suture mã sản phẩm 8886621311 36 sợi hộp hãng sx covidien mới 100,maxon,
9059,miếng cầm máu vô trùng dùng trong y tế hãng sản xuất medtronic - mã 440410 hàng mới 100,,
7321,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 5 0 dài 90cm 2 kim 1 2 kim tròn vòng kim 16mm năm sản xuất 2014 trở đi hãng sản xuất smi ag,propylen,
7333,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 6 0 dài 75cm kim 1 2 kim tròn vòng kim 15mm năm sản xuất 2014 trở đi hãng sản xuất smi ag,propylen,
5192,chỉ phẩu thuật e54cd120 45cm 12mm 12cái hộp hàng mới 100 hãng vigilenz medical - malaysia sản xuất,,
7303,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 4 0 dài 90cm 2 kim 1 2 kim tròn vòng kim 20mm,propylen,
5142,chỉ phẫu thuật dùng trong y tế hiệu assut hãng sản xuất assut- thụy sĩ chủng loại polypropylene mã 9083396 mới 100 12 tép hộp sản xuất năm 2016,propylen,
3942,chỉ khâu phẫu thuật vô trùng model pdsynth hàng mới 100 do hãng sutures india pvt ấn độ sản xuất nsx năm 2015,pds,
