,descVec,wordIdVec
3469,"[2427, 3954, 4687, 3324, 4013, 3015, 1642, 2781, 772, 4878, 1200, 40, 3642, 1200, 1659, 2435, 4234, 2539, 997, 3135, 3602, 191]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3470,"[2427, 3209, 3954, 4687, 0, 3551, 4866, 1340, 40, 180, 1423, 1396, 2666, 3411, 2105, 3817, 1312, 3135, 3602, 191, 3124, 1949, 2050]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3471,"[2427, 3209, 3954, 4687, 3596, 410, 3324, 3210, 4845, 4726, 2433, 3324, 3450, 4541, 4024, 322, 4628, 3149, 3137, 4624, 5283, 3450, 3174, 3663, 3135, 3602, 191, 4624, 5283, 3759, 793, 797]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3472,"[2427, 3954, 4687, 4384, 3210, 4726, 4845, 3659, 4730, 4774, 5324, 4628, 2076, 4626, 1200, 40, 2411, 2706, 4628, 2427, 1642, 4628, 2427, 3584, 5326, 322, 4628, 3149, 2464, 4412, 3737, 2616, 3603]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3473,"[2427, 3209, 3954, 4687, 3414, 2433, 3324, 4075, 2902, 5053, 40, 1200, 1810, 3817, 1587, 3137, 4546, 1949, 2050, 4525, 4304, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3474,"[2427, 3954, 4687, 3210, 4726, 4024, 2433, 3324, 2616, 4024, 2607, 322, 4628, 3149, 2464, 3989, 3737, 2616, 3603]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
3475,"[2427, 3954, 4687, 3324, 4529, 1840, 2781, 1340, 4878, 180, 3642, 180, 772, 2435, 4650, 1344, 3513, 1818, 2456, 3135, 3602, 191]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3476,"[2427, 3954, 4687, 4722, 3210, 4726, 2329, 772, 40, 1818, 2456, 772, 3215, 180, 772, 3224, 1004, 3513, 1931, 1626, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3477,"[2427, 3209, 3954, 4687, 3324, 3210, 4845, 4726, 4626, 702, 2433, 3324, 3450, 4541, 4384, 322, 5330, 3149, 3137, 4624, 5283, 3450, 3174, 3663, 3135, 3602, 191, 4624, 5283, 3759, 793]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3478,"[2427, 3954, 4687, 4720, 3149, 1306, 4797, 1756, 3602, 191]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3479,"[2427, 3209, 3954, 4687, 4529, 1840, 2782, 1340, 4889, 40, 1396, 772, 3644, 1200, 1788, 4462, 1585, 3135, 3602, 191, 4546, 3759, 800, 3384, 3143, 4631, 2715, 61, 806]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3480,"[2715, 2577, 2417, 2711, 4760, 3657, 3204, 2427, 3209, 3954, 4687, 4845, 4726, 5031, 4774, 0, 4024, 1633, 2456, 2781, 772, 4878, 1200, 40, 3642, 572, 3135, 3602, 191, 3660, 4624, 5283, 4428, 1908, 3586, 1469]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3481,"[2427, 3954, 4687, 3324, 2337, 2414, 1633, 2456, 2781, 772, 4878, 1340, 40, 3642, 1200, 1659, 2435, 4234, 2542, 702, 3513, 3135, 3602, 191, 4546, 797, 3361, 4580, 3143, 2711, 97]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3482,"[2427, 3954, 4687, 5031, 4774, 3602, 191, 3661, 3078, 2337, 2414, 2564, 4714, 2981, 4845, 4726, 386, 3654, 4626, 40, 2706, 1642, 3215, 180, 772, 3215, 4773, 5030, 3215, 1231, 3759, 4624, 5283, 791, 4781, 5327]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3483,"[2427, 3954, 4687, 2711, 4760, 5288, 4809, 2329, 772, 40, 180, 1110, 2584, 1835, 2059, 3322, 956, 3737, 793, 3061, 803, 3660, 4546, 3894]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3484,"[2427, 3954, 4687, 3210, 4726, 2482, 1340, 40, 1818, 2456, 1107, 180, 772, 4147, 918, 3513, 1931, 883]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3485,"[4937, 3488, 373, 5244, 291, 3403, 4683, 5035, 4845, 4726, 5031, 4774, 3078, 2796, 4089, 2464, 4975, 3149, 180, 2560, 3135, 3602, 191, 3324, 2580]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3486,"[2427, 3209, 3954, 4687, 2195, 2433, 3324, 2591, 2034, 1423, 40, 1642, 2664, 3817, 1312, 3817, 353, 3137, 4546, 1949, 2050, 4525, 4304, 3759, 4546, 797, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3487,"[4384, 2031, 384, 3437, 2427, 3954, 4687, 4843, 4801, 4808, 4730, 4774, 3210, 4845, 4726, 3078, 2796, 4089, 2464, 5055, 3149, 322, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3488,"[3509, 2569, 3585, 4803, 2431, 251, 3817, 1587, 3137, 4546, 1949, 2050, 4525, 4304, 3759, 4546, 793, 3135, 3602, 191]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3489,"[2427, 3954, 4687, 4730, 4774, 4522, 4883, 40, 1200, 1659, 4218, 1041]",[0 0 0 0 0 0 0 0 0 0 0 0]
3490,"[2427, 3209, 3954, 4687, 2588, 3752, 3535, 1633, 2456, 2781, 180, 1423, 4878, 1340, 40, 3642, 1200, 1659, 2435, 2539, 702, 3513, 3135, 3602, 191, 4546, 3759, 800, 3361, 619, 3143, 4631, 2715, 772, 806]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3491,"[2427, 3954, 4687, 5031, 4774, 3602, 191, 3661, 3078, 4529, 4211, 4626, 772, 40, 2706, 1830, 3215, 180, 772, 3215, 4773, 3590, 4644, 2983, 5030, 3215, 1310, 3759, 4624, 5283, 791, 4781, 5327, 3137, 4624, 5283, 4428, 1908]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3492,"[2427, 3209, 3953, 4687, 0, 3545, 4945, 1423, 40, 180, 1603, 3087, 3411, 3817, 1312, 2122, 3135, 3602, 191, 3124, 1949, 2050]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3493,"[2427, 3954, 4687, 3210, 4726, 2481, 4465, 3586, 464, 4395, 1662, 2411, 2706, 1307, 3411, 5032, 4802, 5288, 4809, 4779, 3406, 3600, 2544, 871, 183, 2544, 3149, 3135, 3602, 191]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3494,"[2427, 3209, 3954, 4687, 4845, 4726, 4392, 3145, 3971, 4082, 4878, 1200, 40, 180, 1520]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3495,"[2427, 3209, 3954, 4687, 4506, 4525, 4541, 3908, 4211, 3646, 4211, 1340, 40, 737, 4234, 2542, 180, 772, 1642, 180, 3149, 322, 4628, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3496,"[2427, 3954, 4687, 4530, 322, 4797, 3149, 4995, 3602, 191, 3660, 4624, 5283, 2488, 3605]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3497,"[2427, 3954, 4687, 3210, 4726, 4024, 4628, 5273, 5334, 183, 40, 982, 322, 2560, 3149, 2433, 3324, 4024, 3137, 2432, 4627, 3153, 3450, 3174, 3195, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3498,"[3403, 4683, 5035, 3954, 4687, 4024, 4525, 3488, 1597, 1423, 5244, 434, 2456, 4495, 3135, 3602, 191, 4546, 793, 3361, 4564, 3143, 2711, 287]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3499,"[2427, 3954, 4687, 4841, 3151, 4845, 4726, 3658, 5324, 4628, 2076, 4626, 772, 40, 2411, 2706, 4628, 2427, 1830, 4628, 2427, 3210, 3584, 322, 4628, 3149, 2464, 4083, 3737, 2616, 3603]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3500,"[2427, 3954, 4687, 5031, 4774, 3602, 191, 3661, 3078, 4529, 3908, 4626, 180, 2706, 1830, 3215, 180, 772, 3215, 4773, 5030, 3215, 1360, 3759, 4624, 5283, 791, 4781, 5327, 3137, 4624, 5283, 4428, 1908]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3501,"[2427, 3954, 4687, 3324, 4013, 3015, 1830, 2781, 1200, 4878, 772, 40, 772, 5244, 2435, 4650, 2539, 4002, 1026, 3135, 3602, 191]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3502,"[2715, 2577, 2711, 4760, 3657, 3204, 3036, 5031, 4774, 2968, 2970, 4475, 433, 2464, 1045, 1427, 2560, 3149, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3503,"[4937, 4863, 1396, 1340, 40, 3837, 4086, 2427, 3209, 3954, 4687, 5031, 4774, 3078, 2796, 4089, 2464, 5196, 3149, 971, 2560, 3135, 3602, 191, 3324, 2580]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3504,"[4937, 3488, 373, 5244, 291, 3403, 5328, 4778, 5031, 4774, 3078, 2796, 4089, 2464, 4975, 3149, 180, 2560, 3135, 3602, 191]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3505,"[2427, 3209, 3954, 4687, 2166, 2433, 3324, 3730, 4945, 1423, 40, 180, 1423, 1603, 3087, 3411, 754, 1311, 3137, 4546, 1949, 2050, 4525, 4304, 3759, 4546, 797, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3506,"[2427, 3209, 3954, 4687, 3596, 2711, 4760, 3661, 3204, 1286, 2433, 3324, 3450, 4541, 4013, 322, 4628, 3149, 3137, 4624, 5283, 3450, 3174, 3663, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3507,"[2427, 4726, 3908, 2427, 4726, 4628, 4798, 2076, 1541, 40, 994, 322, 2560, 3149, 3137, 2432, 4627, 3153, 3450, 3174, 3663, 2074, 3135, 3602, 191]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3508,"[3215, 5025, 2427, 3209, 3954, 4687, 3661, 3078, 2616, 2433, 3324, 2612, 0, 4384, 2464, 4411, 5280, 5279, 4876, 3631, 4307, 5280, 797]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3509,"[2427, 3209, 3954, 4687, 4769, 1360, 2464, 254, 1545, 110, 3999, 3867, 3078, 4541, 3177, 4132, 3332, 3135, 3602, 191]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3510,"[5286, 2569, 3585, 4730, 4774, 3210, 4807, 4700, 3476, 3571, 212, 3243, 272, 3759, 4546, 794, 797, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3511,"[4095, 2033, 1830, 1340, 40, 2584, 4353, 2427, 3954, 4687, 4841, 3151, 3210, 4726, 5031, 4774, 3078, 2796, 4089, 2464, 5137, 3149, 322, 2561, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3512,"[4937, 4943, 197, 180, 2045, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 5031, 4774, 3078, 2796, 4089, 2464, 5184, 3149, 322, 2561, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3513,"[2427, 3209, 3954, 4687, 4027, 4027, 4626, 1542, 3324, 4845, 4726, 3586, 4851, 1306, 2544, 3149, 3602, 191, 4624, 5283, 3759, 797, 800, 3137, 4546, 2488]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3514,"[2427, 3954, 4687, 4015, 1840, 4845, 4726, 4841, 3151, 4730, 4774, 5324, 4628, 2076, 4626, 772, 40, 2411, 2706, 4628, 2427, 1603, 4630, 2427, 3584, 4798, 322, 4628, 3149, 2464, 2928, 3737, 2616, 3603]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3515,"[2427, 3209, 3953, 4687, 4096, 1200, 40, 1004, 180, 772, 1830, 322, 4797, 3149, 2464, 3812, 3137, 4546, 2642, 4717, 3448, 4307, 1884, 4264, 3759, 4624, 5283, 795, 3135, 3602, 191]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3516,"[3689, 2427, 3209, 3954, 4687, 1884]",[0 0 0 0 0 0]
3517,"[2427, 3954, 4687, 4845, 4726, 4760, 781, 3654, 2464, 5186, 4937, 4626, 180, 3252, 4707, 1360, 180, 1095, 3137, 4546, 2796, 5333, 3035, 322, 4628, 3149, 2711, 4760, 5288, 4809, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3518,"[2427, 3209, 3954, 4687, 4529, 1840, 2781, 1200, 1423, 4878, 40, 3642, 180, 772, 2435, 4650, 1344, 3513, 1818, 2456, 4546, 3759, 800, 3361, 619, 3143, 4631, 2715, 52, 806]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3519,"[2799, 2031, 1226, 3412, 772, 2427, 3954, 4687, 4841, 3151, 3210, 4726, 4730, 4774, 3078, 2796, 3521, 5047, 3149, 322, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3520,"[2427, 3954, 4687, 2433, 3324, 4029, 4732, 2048, 1895, 3586, 4453, 2989, 1306, 4628, 3149, 3137, 4546, 2488, 3602, 191]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3521,"[2427, 3954, 4687, 3324, 4024, 1818, 2456, 2781, 180, 1423, 4878, 1340, 40, 772, 3642, 180, 772, 2435, 4650, 1004, 3513, 3135, 3602, 191, 4546, 793]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3522,"[2427, 3954, 4687, 3314, 4529, 1840, 2781, 180, 4878, 1423, 40, 3642, 180, 772, 2435, 4650, 671, 1633, 2456, 3135, 3602, 191, 4546, 797, 3361, 4546, 467, 3143, 2711, 153]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3523,"[2799, 2031, 380, 3412, 1340, 1659, 40, 2062, 2427, 3954, 4687, 4841, 3151, 5334, 4628, 3210, 4726, 5031, 4774, 3078, 2796, 4089, 2464, 5060, 3149, 322, 2560, 3135, 3602, 191, 3324, 2580]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3524,"[2427, 3954, 4687, 2711, 4760, 5288, 4809, 2329, 772, 40, 180, 1110, 2584, 1830, 2059, 3322, 1063, 3737, 797, 3061, 804, 3660, 4546, 3894]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3525,"[3587, 2978, 4841, 3151, 2568, 2978, 5026, 2565, 4713, 2696, 19, 3186, 508, 3737, 94, 3061, 1423, 3759, 3660, 4546, 2837, 4671, 2868, 2780, 3464, 5348, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3526,"[2427, 3209, 3954, 4687, 2262, 2433, 3324, 4079, 754, 1311, 3137, 4546, 1949, 2050, 4525, 4304, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3527,"[2427, 3209, 3954, 4687, 2053, 1985, 3124, 4939, 3472, 2622, 4321, 2014, 3737, 3449, 3759, 4546, 793, 3602, 191, 3149, 322, 4797]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3528,"[2427, 3954, 4687, 3324, 4384, 2027, 1633, 2456, 2781, 1200, 4878, 772, 40, 3642, 1200, 1659, 2435, 4234, 2542, 971, 3513, 3135, 3602, 191, 4546, 797, 3361, 4588, 3143, 2711, 124]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3529,"[2427, 3954, 4687, 4015, 1840, 4845, 4726, 4841, 3151, 4730, 4774, 5324, 4628, 2076, 4626, 1200, 40, 2411, 2706, 4628, 2427, 1633, 2456, 4628, 2427, 3584, 4798, 322, 4628, 3149, 2464, 2946, 3737, 2616, 3603]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3530,"[4806, 3403, 3954, 4687, 5031, 4774, 4525, 3489, 1580, 4024, 3488, 2464, 5318, 3135, 3602, 191, 3737, 797, 3737, 4428, 1884, 2902, 2007, 3011, 920, 2068]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3531,"[4937, 4943, 1226, 3412, 1340, 4889, 40, 4675, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 4730, 4774, 3078, 2796, 4089, 2464, 5202, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3532,"[2427, 3209, 3954, 4687, 3596, 1287, 3324, 3210, 4845, 4726, 2433, 3324, 3450, 4541, 4013, 322, 4628, 3149, 3137, 4624, 5283, 3450, 3174, 3663, 3135, 3602, 191, 4624, 5283, 3759, 793, 797]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3533,"[3882, 3169, 4943, 1541, 40, 1603, 2341, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 5031, 4774, 3078, 2796, 4089, 2464, 5305, 3149, 1306, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3534,"[2427, 3209, 3954, 4687, 2232, 0, 2433, 3324, 4305, 180, 1340, 1830, 3101, 3411, 754, 1311, 3137, 4546, 1949, 2050, 4525, 4304, 3759, 4546, 797, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3535,"[3530, 4863, 1396, 3435, 1423, 1340, 40, 4105, 4068, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 5031, 4774, 3078, 2796, 4089, 2464, 5069, 3149, 322, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3536,"[2427, 3209, 3953, 4687, 2593, 772, 40, 1030, 1200, 1659, 1642, 322, 4797, 3149, 3137, 4546, 2642, 4717, 3448, 4307, 1884, 4264, 3759, 4624, 5283, 793]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3537,"[2427, 3209, 3954, 4687, 2711, 4760, 5288, 4809, 2328, 1423, 40, 1200, 1659, 3228, 2584, 1674, 1423, 3361, 939, 3061, 803, 3660, 4546, 3894, 4525]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3538,"[2427, 3954, 4687, 3324, 2337, 2414, 1633, 2456, 2781, 1423, 4878, 180, 3642, 180, 772, 2435, 4650, 1360, 3135, 3602, 191, 4546, 797, 3361, 4570, 3143, 2711, 56]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3539,"[2427, 3209, 3953, 4687, 3886, 1200, 40, 781, 180, 772, 1642, 322, 4797, 3149, 3137, 4546, 2642, 4717, 3448, 4307, 1884, 4264, 3759, 4624, 5283, 793, 3135, 3602, 191]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3540,"[2427, 3209, 3954, 4687, 2711, 4760, 5288, 4809, 3779, 772, 40, 180, 772, 4184, 1642, 3361, 943, 3061, 803, 3660, 4546, 3894, 4525]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3541,"[2427, 3209, 3210, 4845, 4726, 2711, 4760, 3954, 4687, 5288, 4809, 2464, 2961, 3039, 322, 2409, 3149, 3137, 4546, 4525, 4466, 2485, 3135, 3602, 191]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3542,"[2427, 3954, 4687, 2711, 4760, 5288, 4809, 2328, 1423, 40, 1200, 1659, 4165, 2584, 1673, 3322, 1074, 1085, 3737, 797, 3061, 804, 3660, 4546, 3894]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3543,"[2427, 3209, 3954, 4687, 2337, 2414, 1633, 2456, 2781, 1200, 1423, 4878, 772, 40, 3642, 180, 772, 2435, 4650, 1030, 3513, 3135, 3602, 191, 4626, 3361, 4546, 610, 3143, 4631, 2715, 180, 806]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3544,"[2427, 3209, 3954, 4687, 4506, 4525, 4541, 3908, 3647, 3720, 180, 1360, 4259, 1949, 180, 772, 1830, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3545,"[4094, 4449, 4024, 3488, 3403, 5328, 4778, 5031, 4774, 3078, 2796, 4089, 2464, 4469, 3149, 1541, 2560, 3135, 3602, 191]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
