descVec,wordIdVec
"[2427, 3954, 4687, 5031, 4774, 3602, 191, 3661, 3078, 3752, 2588, 4626, 1423, 40, 2706, 1642, 3215, 1200, 1659, 3215, 4644, 2983, 5030, 3215, 572, 3759, 4624, 5283, 791, 4781, 5327, 3137, 4624, 5283, 4428, 1908]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 5031, 4774, 3661, 3078, 2337, 2415, 2564, 4714, 2981, 4845, 4726, 386, 3654, 4626, 1200, 40, 2706, 1642, 3215, 180, 772, 3215, 4773, 5030, 3215, 1041]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 2199, 15, 3324, 2591, 2034, 1200, 40, 1200, 1642, 2669, 754, 1311, 3137, 4546, 1949, 2050, 4525, 4304, 3759, 4546, 793, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 3210, 4726, 2711, 4760, 5288, 4809, 0, 1610, 2328, 1541, 40, 1200, 1659, 4153, 2584, 1674, 1423, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[4937, 4943, 1642, 3440, 772, 4901, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 4730, 4774, 3078, 2796, 4089, 2464, 5181, 3149, 322, 2560, 3135, 3602, 191, 3324, 2580]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 4759, 1642, 4878, 772, 40, 1200, 40, 3149, 322, 2560, 3135, 5288, 4809, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 3210, 4726, 5327, 3250, 2715, 2577, 3209, 5333, 2565, 3949, 3591, 3294, 3586, 3191, 4624, 5283, 3759, 800, 3135, 3602, 191, 3137, 3762, 4546, 1919, 1909, 2867, 3472, 3180, 3004, 5321]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[2072, 2710, 5288, 4809, 4680, 2427, 3209, 2584, 4158, 3212, 180, 1659, 3173, 5244, 1200, 3173, 40, 1260, 2456, 5244, 1659, 2456, 5333, 3035, 1427, 3509, 3149, 2433, 3324, 4158, 3137, 4624, 5283, 1333, 2472, 3135, 3602, 191]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 3210, 4726, 2711, 4760, 5288, 4809, 743, 2327, 2802, 40, 1200, 1659, 4178, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"[3882, 3169, 1423, 40, 572, 2534, 2539, 2427, 3954, 4687, 4841, 3151, 5334, 4628, 4845, 4726, 4730, 4774, 3078, 2796, 4089, 2464, 5210, 3149, 971, 2560, 3135, 3602, 191, 3324, 2580]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4699, 4726, 4841, 3151, 3649, 3983, 4945, 3928, 3983, 180]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 3596, 419, 3324, 3210, 4845, 4726, 2423, 3309, 4006, 322, 4628, 3149, 3137, 4624, 5283, 3450, 3174, 3663, 3135, 3602, 191, 4624, 5283, 3759, 793]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 3324, 4024, 1549, 2456, 2781, 40, 1597, 4878, 1541, 40, 772, 3642, 1200, 1659, 2435, 4650, 362, 3513, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 5031, 4774, 3347, 4024, 772, 40, 3113, 1133, 1830, 2464, 4051, 3737, 800, 3737, 3345, 1908, 3344, 3149, 322, 4628]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[4095, 2033, 197, 3437, 1423, 40, 4898, 2427, 3954, 4687, 4841, 3151, 3210, 4726, 5031, 4774, 3078, 2796, 4089, 2464, 5090, 3149, 322, 2561, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 3596, 390, 3324, 3210, 4845, 4726, 2423, 3309, 3752, 322, 4628, 3149, 3137, 4624, 5283, 3450, 3174, 3663, 3135, 3602, 191, 4624, 5283, 3759, 793]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 3210, 4726, 4530, 1306, 4797, 3149, 4984, 3602, 191, 3660, 4624, 5283, 2488, 3605]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2071, 5286, 2569, 3585, 251, 0, 3358, 3207, 1540, 3817, 1587, 3137, 4351, 1949, 2050, 4525, 4304, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2799, 2033, 1396, 3436, 1200, 40, 4104, 4086, 2427, 3954, 4687, 4841, 3151, 5334, 4628, 3210, 4726, 5031, 4774, 3078, 2796, 4089, 2464, 5043, 3149, 971, 2560, 3135, 3602, 191, 3324, 1949]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 2224, 2433, 3324, 4305, 4945, 772, 1423, 1603, 3101, 3411, 3817, 1312, 3817, 353, 3137, 4546, 1949, 2050, 4525, 4304, 3759, 4546, 797, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 2482, 1423, 77, 1659, 4157, 2584, 1642, 3361, 668, 3759, 4546, 793, 3061, 803, 3660, 4546, 3893, 4525, 3135, 3602, 191]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3953, 4687, 2711, 4760, 5288, 4809, 3078, 1937, 3137, 4624, 5283, 1938, 4715, 4622, 2433, 3324, 1934, 4147, 3291, 3928, 3586, 3275, 3602, 191, 322, 4797, 3149, 4624, 5283, 3759, 793]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 3596, 1288, 3324, 3210, 4845, 4726, 2423, 3309, 4013, 322, 4628, 3149, 3137, 4624, 5283, 3450, 3174, 3663, 3135, 3602, 191, 4624, 5283, 3759, 791]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 2337, 2414, 1633, 2456, 2781, 1200, 1423, 4878, 772, 40, 3642, 1200, 1659, 2435, 4234, 2542, 1344, 3513, 3135, 3602, 191, 4546, 3759, 790, 3361, 366, 3143, 4631, 2715, 149, 801]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 3324, 2588, 3752, 3535, 1633, 2456, 2781, 180, 1423, 4878, 1340, 40, 3642, 1200, 1659, 2435, 2539, 702, 3513, 3135, 3411, 3154, 191]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 5031, 4774, 3602, 191, 3661, 3078, 2588, 3752, 4626, 1541, 40, 2706, 1642, 3215, 1200, 1659, 3215, 4644, 2983, 5030, 3215, 351, 3759, 4624, 5283, 791, 4781, 5327, 3137, 4624, 5283, 4428, 1908]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[4619, 2569, 3585, 5285, 2040, 5228, 772, 1517, 3135, 3602, 191, 4546, 797, 3361, 4587, 3143, 2711, 124]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 0, 4305, 4945, 1340, 40, 180, 1423, 1603, 3087, 3817, 1312, 2217, 3135, 3602, 191, 3124, 1949, 2050, 4525, 4264, 1884]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[3509, 2569, 3585, 4803, 2431, 2711, 4760, 3954, 4687, 251, 0, 3358, 3207, 1540, 3817, 1587, 3137, 4546, 1949, 2050, 3759, 4546, 797, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 4845, 4726, 2613, 2603, 2706, 1642, 2576, 40, 322, 4797, 3149, 3759, 4546, 793, 3602, 191]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 3324, 4384, 2027, 362, 5244, 1549, 2456, 2781, 1200, 4878, 772, 40, 3135, 3602, 191, 4546, 797, 3361, 4546, 442, 3143, 2711, 78]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[4806, 3403, 3954, 4687, 4525, 3488, 4024, 507, 5244, 507, 2464, 5312, 3737, 791, 3737, 4428, 1884, 2902, 2007]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 4539, 4530, 3169, 1424, 1830, 1152, 3324, 2571, 3586, 4999, 1306, 2544, 3149, 3602, 191, 4624, 5283, 3759, 793, 3137, 4546, 2488]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 3324, 4529, 1840, 2781, 180, 1423, 4878, 1340, 40, 3642, 180, 772, 2435, 4650, 918, 3513, 1633, 2456, 3135, 3602, 191]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 4845, 4726, 2605, 2706, 1642, 2576, 1340, 40, 322, 4797, 3149, 3586, 3135, 4136, 3137, 4546, 2616, 2485, 3759, 4624, 5283, 795, 3135, 3602, 191]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 2464, 5162, 4937, 4626, 774, 3252, 4707, 1041, 180, 1094, 3137, 4546, 2796, 5333, 3035, 322, 4628, 3149, 2711, 4760, 5288, 4809, 3135, 3602, 191]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 2200, 0, 2433, 3324, 2591, 1642, 2669, 754, 1311, 3137, 4546, 1949, 2050, 4525, 4304, 754, 1311, 3759, 4546, 793, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1200, 2427, 3209, 3954, 4687, 3324, 3210, 4845, 4726, 2075, 3752, 2711, 5341, 3222, 4752, 3410, 3215, 3209, 3598, 3251, 3078, 4626, 3322, 4286, 196]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 3210, 4726, 2588, 3752, 2027, 1633, 2456, 2781, 40, 1597, 4878, 1541, 40, 3642, 1200, 1659, 2435, 4234, 2539, 322, 3513, 3135, 3602, 191, 4546, 3759, 800, 3397, 3143, 4631, 2715, 118, 806]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 3324, 4024, 1818, 2456, 2781, 180, 4878, 1423, 40, 2645, 3642, 2435, 4650, 781, 3513, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 4953, 322, 4797, 180, 3149, 4954, 3602, 191, 3759, 4624, 5283, 793, 3660, 4624, 5283, 2488]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[4937, 3983, 4539, 1052, 1603, 774, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 5324, 4628, 2564, 2434, 2423, 3208, 3206, 3078, 2796, 4089, 2464, 4921, 3149, 1306, 2560, 3135, 3602, 191, 3324, 2580]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2715, 2577, 2417, 2711, 4760, 3657, 3204, 2427, 3209, 3954, 4687, 4845, 4726, 5031, 4774, 0, 4024, 1633, 2456, 2781, 180, 4878, 1423, 40, 3642, 1200, 1659, 738, 3135, 3602, 191, 3660, 4624, 5283, 4428, 1908, 3586, 1458, 180, 3149, 322, 2560]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 2711, 4760, 5288, 4809, 2327, 2803, 40, 1200, 1659, 4170, 1642, 3322, 1076, 1220, 3737, 797, 3061, 804, 3660, 4546, 3894]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 2427, 3210, 4846, 2433, 3324, 4720, 4732, 2463, 1921, 4861, 2048, 4013, 1306, 4628, 3149, 3137, 4624, 5283, 2488, 3135, 3602, 191, 3586, 4453, 1747]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 3807, 2337, 3971, 4878, 772, 40, 1642, 4239, 344, 3149, 3135, 3602, 191, 3137, 4939, 3472, 0, 3449, 4624, 5283]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[4937, 4863, 1396, 3412, 1597, 1541, 40, 4215, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 4730, 4774, 3521, 5226, 3078, 2796, 3149, 183, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 3210, 4726, 2329, 772, 40, 180, 772, 4167, 2584, 1642, 2059, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 2711, 4760, 5288, 4809, 3078, 1937, 3137, 4624, 5283, 1938, 4715, 4622, 2433, 3324, 1934, 4147, 3908, 3586, 1373, 3602, 191, 322, 4797, 3149]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 4845, 4726, 4841, 3151, 2069, 4702, 3952, 3482, 2463, 4945, 4878, 180, 3928, 3137, 4624, 5283, 3491, 2020, 3174, 3134, 4146, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 4525, 4539, 4529, 1840, 1340, 40, 3083, 671, 1642, 2464, 477, 3737, 791, 3737, 4428, 1884, 2902, 2007, 3149, 322, 4628]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 4845, 4726, 2416, 2540, 5025, 3971, 2337, 2433, 3324, 2616, 1894, 2606, 322, 4628, 3149, 2464, 2376, 3737, 2616, 3603]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 4537, 1925, 4018, 1898, 1888, 1894, 4541, 2706, 1830, 2576, 180, 3149, 322, 4797, 3124, 4870, 4264, 1884, 2083, 3759, 4546, 800, 3135, 3602, 191]","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 4540, 2619, 1341, 1642, 2086, 3324, 2571, 3586, 1719, 1306, 2544, 3149, 3602, 191, 4624, 5283, 3759, 791, 3137, 4546, 2488]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 5031, 4774, 3602, 191, 3661, 3078, 4529, 3534, 4626, 772, 40, 2706, 1642, 3215, 180, 772, 3215, 4773, 5030, 3215, 1041, 3759, 4624, 5283, 791, 4781, 5327, 3137, 4624, 5283, 4428, 1908]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 4525, 4539, 4384, 1200, 40, 361, 2464, 4376, 3737, 791, 3737, 3345, 1908, 3344, 3149, 322, 4628]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 4845, 4726, 2603, 2706, 1830, 2576, 40, 322, 4797, 3149, 3137, 4546, 2616, 3759, 4624, 5283, 791, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[4476, 4498, 1607, 873, 3509, 2969, 2569, 3585, 4845, 4726, 3521, 3562, 3149, 781, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4699, 4726, 4841, 3151, 3649, 3983, 4866, 3928, 1200, 40]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"[4937, 4943, 1226, 3412, 1340, 1659, 40, 4675, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 4730, 4774, 3078, 2796, 3521, 5202, 3149, 322, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2715, 2577, 5288, 4809, 3602, 191, 2711, 180, 3408, 3509, 2708, 2569, 3585, 276, 2711, 4760, 5288, 4809, 3953, 4687, 3143, 4631, 2715, 149, 801, 3660, 4624, 5283, 4378, 3937]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[2427, 3209, 3954, 4687, 4845, 4726, 3308, 3215, 5031, 4774, 2711, 4760, 5288, 4809, 2416, 2337, 4395, 772, 40, 1642, 180, 772, 1272, 322, 4628, 4794, 3135, 3602, 191, 3137, 4624, 5283, 3072, 4393]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 2069, 4702, 3952, 3210, 4845, 4726, 2034, 4008, 3537, 4878, 2464, 180, 2711, 4624, 5283, 4205, 4624, 3952, 3752, 0, 2332, 4767, 3737, 3463, 3535, 4661, 3334, 2049, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 5031, 4774, 3602, 191, 3661, 3078, 4024, 4626, 1340, 40, 2706, 1830, 772, 3215, 180, 772, 3215, 4773, 5030, 3215, 872, 3759, 4624, 5283, 791, 4781, 5327, 3137, 4624, 5283, 4428, 1908]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 3210, 4726, 2711, 4760, 5288, 4809, 1619, 2328, 1340, 40, 1200, 1659, 4170, 2584, 1673, 3769, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2799, 2031, 1226, 3412, 1200, 1815, 40, 4674, 2427, 3954, 4687, 4841, 3151, 3210, 4726, 5031, 4774, 3078, 2796, 4089, 2464, 5048, 3149, 322, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 3324, 2571, 2053, 4878, 1340, 40, 3586, 1991, 322, 2544, 3149, 4546, 3759, 797, 3602, 191, 3137, 4546, 4939, 3472, 2622]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 4529, 3908, 2781, 180, 1423, 4878, 1340, 40, 3642, 180, 772, 2435, 4650, 575, 3513, 1633, 2456, 3135, 3602, 191, 4546, 3759, 800, 3361, 629, 3143, 4631, 2715, 91, 806]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 5031, 4774, 3602, 191, 3661, 3078, 4384, 4626, 772, 40, 2706, 384, 3210, 3215]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 4529, 1840, 2781, 1340, 4878, 180, 3642, 180, 772, 2435, 4650, 1344, 3513, 1818, 2456, 3135, 3602, 191, 4546, 3759, 800, 3361, 623, 3143, 4631, 2715, 61, 806]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[5032, 3309, 2569, 3585, 5031, 4774, 4845, 4726, 2711, 4760, 5288, 4809, 1894, 3068, 3820, 2845, 1423, 747, 1099, 2464, 3842, 3737, 797, 3123, 802, 3737, 1917, 3474, 4789, 3149, 183, 2560]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2799, 2033, 1642, 3437, 772, 40, 2386, 2427, 3954, 4687, 4841, 3151, 3210, 4726, 4730, 4774, 3078, 2796, 3521, 5045, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 4845, 4726, 4392, 3145, 2069, 4702, 3952, 2416, 4878, 180, 0, 4082, 0, 180, 1427, 3411, 3137, 4624, 5283, 2465, 3176, 2716, 2470, 2600, 2854, 2716, 2318, 3334, 2051, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 4628, 4018, 1898, 4845, 4726, 4841, 3151, 4730, 4774, 5324, 4628, 2076, 4626, 772, 40, 2411, 2706, 4628, 2427, 1603, 4628, 2427, 3584, 4798, 322, 4628, 3149, 2464, 3913, 3737, 2616, 3603]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
