descVec,wordIdVec
"[0, 2430, 3956, 4690, 3001, 3293, 2467, 2873, 3152, 1309, 2547, 55, 2547, 1833, 3740, 1940, 2803, 4267, 3802, 1887, 5326, 3138, 3605, 194, 1]","[0, 3001, 3293, 1]"
"[0, 2430, 3212, 3957, 4690, 2913, 2436, 3327, 4505, 4502, 4329, 1426, 1423, 3109, 3414, 3333, 3140, 4549, 1952, 2053, 4528, 4307, 3762, 4549, 796, 3138, 3605, 194, 1]","[0, 4504, 1]"
"[0, 3656, 3312, 2430, 3957, 4690, 3213, 4848, 4729, 4844, 3154, 4514, 4040, 4881, 1600, 43, 2037, 201, 2632, 2714, 4627, 5286, 2430, 4026, 3138, 3605, 194, 1]","[0, 4100, 1]"
"[0, 2430, 3212, 3957, 4690, 4532, 1843, 2784, 1203, 4881, 775, 43, 3645, 183, 775, 2438, 4653, 1033, 3516, 1636, 2459, 3138, 3605, 194, 4549, 3762, 803, 3396, 3146, 4634, 2718, 103, 809, 1]","[0, 4532, 1]"
"[0, 2430, 3212, 3957, 4690, 2224, 3, 2436, 3327, 4308, 4948, 775, 43, 1203, 1606, 3093, 3414, 3140, 4549, 1952, 2053, 4528, 4307, 3762, 4549, 796, 183, 3152, 1309, 2412, 3138, 3605, 194, 1]","[0, 4308, 1]"
"[0, 2430, 3212, 3957, 4690, 4027, 1636, 2459, 2784, 183, 4881, 1426, 43, 2648, 3645, 183, 775, 2438, 4653, 365, 3516, 3138, 3605, 194, 4549, 3762, 803, 3394, 3146, 4634, 2718, 103, 809, 1]","[0, 4100, 1]"
"[0, 2430, 3212, 3957, 4690, 2330, 2805, 80, 1662, 4173, 1645, 3364, 1859, 3762, 4549, 796, 3064, 805, 3663, 4549, 3896, 4528, 3138, 3605, 194, 1]","[0, 2330, 1]"
"[0, 2799, 2045, 4510, 1108, 2430, 3957, 4690, 4844, 3154, 3213, 4729, 5034, 4777, 3081, 2799, 3524, 5114, 3152, 325, 2563, 3138, 3605, 194, 1]","[0, 5231, 1]"
"[0, 2430, 3957, 4690, 3327, 2591, 3755, 3538, 1636, 2459, 2784, 183, 4881, 1426, 43, 3645, 1203, 1662, 2438, 4237, 2542, 526, 3516, 3138, 3605, 194, 1]","[0, 2591, 1]"
"[0, 2430, 3957, 4690, 3327, 4532, 1843, 2784, 183, 1426, 4881, 1343, 43, 3645, 1203, 1662, 2438, 4237, 2542, 526, 3516, 1636, 2459, 3138, 3605, 194, 1]","[0, 4532, 1]"
"[0, 2430, 3212, 3957, 4690, 3213, 4729, 2485, 1343, 43, 183, 775, 4182, 2587, 1833, 3138, 3605, 194, 1]","[0, 2485, 1]"
"[0, 2799, 4326, 1525, 1897, 3257, 5346, 5038, 3406, 5331, 4781, 4686, 5038, 3081, 2799, 4092, 2467, 4520, 3152, 183, 2563, 3138, 3605, 194, 1]","[0, 4686, 5038, 1]"
"[0, 2430, 3957, 4690, 4532, 1843, 2784, 1203, 4881, 775, 43, 3645, 183, 775, 2438, 4653, 1033, 3516, 1636, 2459, 3138, 3605, 194, 4549, 3762, 800, 3374, 3146, 4634, 2718, 1600, 807, 1]","[0, 4532, 1]"
"[0, 4098, 2036, 1833, 3439, 1203, 43, 4217, 2430, 3957, 4690, 4844, 3154, 3213, 4729, 5034, 4777, 3081, 2799, 4092, 2467, 5131, 3152, 325, 2563, 3138, 3605, 194, 1]","[0, 4098, 1]"
"[0, 2798, 2811, 4542, 1232, 1645, 775, 2430, 3957, 4690, 4844, 3154, 3213, 4729, 5034, 4777, 3081, 2799, 4092, 2467, 3584, 4797, 325, 2563, 3138, 3605, 194, 3327, 2583, 1]","[0, 2798, 1]"
"[0, 4940, 3986, 4542, 1312, 1833, 43, 4938, 2430, 3957, 4690, 4844, 3154, 4848, 4729, 4733, 4777, 3081, 2799, 4092, 2467, 4929, 3152, 1309, 2563, 3138, 3605, 194, 1]","[0, 4940, 3986, 1]"
"[0, 3218, 5028, 2430, 3212, 3957, 4690, 3664, 3081, 2619, 2436, 3327, 2611, 3, 3755, 3540, 2467, 3703, 5283, 5282, 4879, 3634, 4310, 5283, 800, 1]","[0, 2611, 1]"
"[0, 2430, 3212, 3957, 4690, 2220, 3, 2436, 3327, 4308, 4948, 1343, 43, 183, 1426, 1606, 3090, 3414, 3140, 4549, 1952, 2053, 4528, 4307, 3762, 4549, 796, 183, 3152, 1309, 2412, 3138, 3605, 194, 1]","[0, 4308, 1]"
"[0, 2430, 3212, 3957, 4690, 4030, 4030, 4629, 183, 3327, 4848, 4729, 3589, 2454, 1309, 2547, 3152, 3605, 194, 4627, 5286, 3762, 800, 3140, 4549, 2491, 1]","[0, 4030, 1]"
"[0, 3218, 5028, 2430, 3212, 3957, 4690, 3664, 3081, 2619, 2436, 3327, 2609, 3, 2419, 2340, 2467, 2685, 2371, 5283, 5282, 4879, 3634, 4310, 5283, 800, 1]","[0, 2340, 1]"
"[0, 2430, 3212, 3957, 4690, 3217, 4777, 3311, 3218, 4013, 4542, 3559, 1092, 2579, 1326, 194, 2412, 3152, 3140, 4627, 5286, 895, 2393, 3475, 2464, 3335, 3657, 4627, 5286, 145, 80, 803, 2714, 4763, 5291, 4812, 3138, 3605, 194, 1]","[0, 4013, 1]"
"[0, 4940, 4946, 1645, 3439, 1203, 43, 3503, 3986, 2430, 3957, 4690, 4844, 3154, 4848, 4729, 4733, 4777, 3081, 2799, 4092, 2467, 5168, 3152, 325, 2563, 3138, 3605, 194, 1]","[0, 4940, 1]"
"[0, 2430, 3212, 3957, 4690, 4528, 4542, 3345, 3755, 186, 43, 2681, 1144, 1123, 1229, 2467, 3744, 3740, 794, 3740, 3348, 1911, 3347, 3152, 325, 4631, 1]","[0, 3345, 1]"
"[0, 2430, 3212, 3957, 4690, 4761, 1645, 4881, 775, 43, 1203, 43, 3152, 325, 2563, 3138, 5291, 4812, 3605, 194, 1]","[0, 4761, 1]"
"[0, 2430, 3957, 4690, 4848, 4729, 4532, 1843, 2784, 1343, 4881, 183, 3645, 183, 775, 2438, 4653, 1347, 3516, 1821, 2459, 3138, 3605, 194, 4549, 3762, 803, 3396, 3146, 4634, 2718, 103, 809, 1]","[0, 4532, 1]"
"[0, 4940, 4213, 4866, 1833, 775, 43, 4901, 2430, 3957, 4690, 4844, 3154, 4848, 4729, 5034, 4777, 3081, 2799, 4092, 2467, 5228, 3152, 325, 2563, 3138, 3605, 194, 1]","[0, 4940, 4213, 1]"
"[0, 2430, 3957, 4690, 5034, 4777, 3605, 194, 3664, 3081, 4532, 1843, 4629, 1544, 43, 2709, 1399, 775, 3647, 183, 1343, 2438, 4464, 1804, 1209, 3762, 4627, 5286, 794, 4784, 5330, 3140, 4627, 5286, 4431, 1911, 1]","[0, 4532, 1]"
"[0, 2802, 2034, 383, 3415, 1203, 4893, 43, 4352, 1933, 2063, 2430, 3957, 4690, 4844, 3154, 3213, 4729, 4733, 4777, 3524, 5067, 3081, 2799, 3152, 325, 2563, 3138, 3605, 194, 1]","[0, 2802, 1]"
"[0, 2430, 3212, 3956, 4690, 4848, 4729, 3890, 183, 1347, 183, 775, 1833, 325, 4800, 3152, 2467, 3292, 3140, 4549, 2645, 4720, 3451, 4310, 1887, 4267, 3762, 4627, 5286, 801, 3138, 3605, 194, 1]","[0, 3890, 1]"
"[0, 3885, 775, 43, 1606, 4948, 3440, 4354, 2430, 3957, 4690, 4844, 3154, 4848, 4729, 4733, 4777, 3081, 2799, 3524, 5167, 3138, 3605, 194, 1]","[0, 3885, 1]"
"[0, 2430, 3212, 3957, 4690, 2149, 2436, 3327, 3554, 1343, 43, 183, 1426, 1399, 2630, 757, 1314, 3140, 4549, 1952, 2053, 4528, 4307, 3762, 4549, 796, 3138, 3605, 194, 1]","[0, 3554, 1]"
"[0, 3406, 5331, 4781, 4686, 5038, 3831, 3532, 4025, 522, 3138, 3605, 194, 3740, 3947, 3140, 4627, 5286, 2491, 3762, 4549, 800, 4629, 3014, 1556, 2071, 1]","[0, 3491, 1]"
"[0, 2430, 3957, 4690, 3327, 4387, 2030, 1636, 2459, 2784, 775, 4881, 1203, 43, 3645, 183, 775, 2438, 4653, 1033, 3516, 3138, 3605, 194, 4549, 796, 3364, 4566, 3146, 2714, 191, 1]","[0, 4387, 1]"
"[0, 2430, 3212, 3957, 4690, 4509, 4528, 4544, 3911, 3649, 3723, 775, 1362, 4262, 1952, 183, 775, 1833, 183, 3152, 325, 4631, 3138, 3605, 194, 1]","[0, 3649, 1]"
"[0, 2430, 3957, 4690, 3327, 2340, 2417, 1636, 2459, 2784, 775, 4881, 1343, 43, 3645, 1203, 1662, 2438, 4237, 2545, 705, 3516, 3138, 3605, 194, 1]","[0, 2340, 1]"
"[0, 2430, 3957, 4690, 3327, 4532, 1843, 2784, 1203, 4881, 775, 43, 3645, 183, 775, 2438, 4653, 1044, 1645, 3138, 3605, 194, 4549, 800, 3364, 4582, 3146, 2714, 66, 1]","[0, 4532, 1]"
"[0, 2430, 3957, 4690, 5034, 4777, 3605, 194, 3664, 3081, 4039, 4629, 1203, 43, 2709, 1645, 3218, 183, 775, 3218, 4776, 5033, 3218, 1029, 1]","[0, 4100, 1]"
"[0, 2430, 3212, 3956, 4690, 3891, 4214, 1203, 43, 1007, 183, 775, 1636, 2459, 325, 4800, 3152, 3140, 4549, 2645, 4720, 3451, 4310, 1887, 4267, 3762, 4627, 5286, 796, 1]","[0, 3891, 4214, 1]"
"[0, 3681, 2430, 3212, 3957, 4690, 1952, 1]","[0, 1]"
"[0, 2430, 3212, 3957, 4690, 2229, 3, 2436, 3327, 4308, 43, 1203, 1426, 1606, 3102, 3414, 757, 1314, 3140, 4549, 1952, 2053, 4528, 4307, 3762, 4549, 800, 3138, 3605, 194, 1]","[0, 4308, 1]"
"[0, 2430, 3957, 4690, 2425, 4733, 4777, 3589, 775, 5247, 2640, 1343, 8, 1663, 3911, 4948, 1229, 3140, 4627, 5286, 2879, 2411, 3633, 3007, 5351, 3605, 194, 1]","[0, 3911, 1]"
"[0, 2802, 2034, 383, 3415, 1203, 1818, 43, 2063, 2430, 3957, 4690, 4844, 3154, 3213, 4729, 5034, 4777, 3081, 2799, 4092, 2467, 5067, 3152, 325, 2563, 3138, 3605, 194, 1]","[0, 2802, 1]"
"[0, 2430, 3212, 3957, 4690, 3491, 4533, 1341, 4869, 3491, 2579, 1793, 3589, 4473, 1203, 3512, 3152, 3605, 194, 4627, 5286, 3762, 794, 3140, 4549, 2491, 1]","[0, 3491, 1]"
"[0, 2430, 3957, 4690, 3327, 4504, 3532, 2784, 1600, 4881, 1426, 1343, 5247, 1393, 2459, 183, 775, 2439, 4237, 2545, 3645, 1430, 3516, 3138, 3605, 194, 4549, 796, 3364, 4562, 3146, 2714, 148, 1]","[0, 4504, 1]"
"[0, 2430, 3212, 3957, 4690, 2235, 3, 2436, 3327, 3733, 4948, 183, 1343, 1833, 3104, 3414, 3820, 1315, 3140, 4549, 1952, 2053, 4528, 4307, 3762, 4549, 800, 3138, 3605, 194, 1]","[0, 3733, 1]"
"[0, 2430, 3212, 3957, 4690, 3327, 4848, 4729, 4942, 2340, 2417, 4881, 775, 3589, 2275, 325, 2547, 3152, 4549, 3762, 796, 3605, 194, 3140, 4549, 4942, 3475, 2625, 1]","[0, 2340, 1]"
"[0, 2426, 3138, 3040, 5288, 230, 2436, 3327, 2043, 5231, 3140, 4549, 1910, 1911, 3762, 4549, 796, 757, 1002, 3138, 3605, 194, 1]","[0, 5231, 1]"
"[0, 2430, 3957, 4690, 5034, 4777, 3350, 4027, 775, 43, 3118, 1029, 1833, 2467, 4054, 3740, 803, 3740, 3348, 1911, 3347, 3152, 325, 4631, 3014, 1390, 2071, 1]","[0, 3349, 1]"
"[0, 2430, 3212, 3957, 4690, 4528, 4542, 3346, 3881, 1203, 43, 3086, 1044, 1645, 2467, 3907, 3740, 796, 3740, 3348, 1911, 3347, 3152, 325, 4631, 1]","[0, 3346, 1]"
"[0, 2430, 3213, 4729, 2404, 2037, 1203, 43, 3589, 4040, 1481, 2714, 5344, 3212, 4763, 3957, 4690, 4656, 3605, 194, 3140, 4549, 2406, 4624, 3140, 3948, 3958, 4953, 5328, 3595, 3762, 4549, 803, 1]","[0, 2401, 1]"
"[0, 2430, 3212, 3957, 4690, 2224, 2436, 3327, 4308, 4948, 775, 43, 1203, 1606, 3093, 3414, 3820, 1315, 3140, 4549, 1952, 2053, 4528, 4307, 3762, 4549, 800, 3138, 3605, 194, 1]","[0, 4308, 1]"
"[0, 2430, 3957, 4690, 3213, 4729, 4844, 3154, 5034, 4777, 5337, 4631, 4629, 775, 2414, 2709, 4631, 2430, 1423, 4631, 2430, 3587, 2076, 325, 4631, 3152, 2467, 4548, 3740, 2619, 3606, 1]","[0, 1]"
"[0, 2430, 3957, 4690, 2425, 4733, 4777, 3589, 775, 5247, 3065, 193, 1427, 4040, 2037, 1645, 3140, 4627, 5286, 2879, 2411, 3633, 3007, 5351, 3605, 194, 1]","[0, 1]"
"[0, 3039, 2572, 3588, 4848, 4729, 5034, 4777, 4763, 3957, 4690, 3605, 194, 3664, 3081, 4431, 3, 4648, 1665, 1234, 3038, 1544, 2412, 3762, 4627, 5286, 794, 4784, 5330, 1]","[0, 1]"
"[0, 2430, 3957, 4690, 4848, 4729, 4952, 4028, 2709, 1833, 2579, 183, 3152, 325, 4800, 3127, 4873, 4267, 1887, 2086, 3762, 4549, 800, 3138, 3605, 194, 1]","[0, 4100, 1]"
"[0, 2430, 3212, 3957, 4690, 3327, 4848, 4729, 4629, 1354, 2436, 3327, 3453, 4544, 3911, 1544, 5333, 3152, 3140, 4627, 5286, 3453, 3177, 3666, 3138, 3605, 194, 4627, 5286, 3762, 796, 1]","[0, 3911, 1]"
"[0, 2430, 3957, 4690, 2436, 3327, 2864, 4735, 3582, 4668, 2329, 3821, 3298, 4629, 1203, 43, 4631, 2709, 1559, 3218, 4776, 2709, 674, 2479, 183, 775, 5338, 4776, 1309, 4631, 3152, 3589, 4456, 1733, 1]","[0, 2863, 1]"
"[0, 2430, 3957, 4690, 2436, 3327, 2865, 3582, 4668, 2329, 3821, 3298, 3589, 4456, 1734, 325, 4631, 3152, 3127, 2491, 3605, 194, 1]","[0, 2863, 1]"
"[0, 2430, 3957, 4690, 3213, 4729, 4723, 1544, 4800, 3152, 1753, 3605, 194, 3663, 4627, 5286, 2491, 3608, 1]","[0, 4723, 1]"
"[0, 3489, 4652, 5234, 1361, 1525, 2587, 2529, 2430, 3957, 4690, 4844, 3154, 3213, 4729, 4733, 4777, 3081, 2799, 3524, 4263, 3138, 3605, 194, 1]","[0, 3489, 1]"
"[0, 2430, 3212, 3957, 4690, 3, 4308, 4948, 775, 43, 1203, 1606, 3093, 3414, 3820, 1315, 2224, 3138, 3605, 194, 3127, 1952, 2053, 1]","[0, 4308, 1]"
"[0, 2430, 3957, 4690, 4848, 4729, 4532, 3911, 2784, 183, 1426, 4881, 1343, 43, 3645, 183, 775, 2438, 4653, 921, 3516, 1636, 2459, 3138, 3605, 194, 4549, 3762, 803, 3395, 3146, 4634, 2718, 103, 809, 1]","[0, 4532, 3911, 1]"
"[0, 2430, 3957, 4690, 3974, 2340, 4848, 4729, 4848, 3662, 4733, 4777, 2619, 1897, 2609, 325, 4631, 3152, 2467, 2505, 3740, 2619, 3606, 1]","[0, 2340, 1]"
"[0, 2430, 3212, 3957, 4690, 2714, 4763, 5291, 4812, 2332, 775, 43, 183, 775, 3235, 2587, 1838, 2062, 3364, 925, 3064, 804, 806, 3663, 4549, 3897, 4528, 1]","[0, 2332, 1]"
"[0, 2430, 3212, 3957, 4690, 3, 4082, 1343, 43, 183, 1426, 1833, 1176, 2548, 3820, 1315, 2260, 1]","[0, 4082, 1]"
"[0, 2430, 3957, 4690, 4848, 4729, 3974, 2340, 2436, 3327, 2619, 1897, 2609, 2709, 1645, 325, 4631, 3152, 2467, 2499, 3740, 2619, 3605, 194, 1]","[0, 2340, 1]"
"[0, 2430, 3957, 4690, 2863, 325, 4800, 3152, 3605, 194, 1732, 1]","[0, 2863, 1]"
"[0, 2430, 3957, 4690, 5034, 4777, 3605, 194, 3664, 3081, 4532, 3540, 4629, 775, 43, 2709, 1645, 3218, 183, 775, 3218, 4776, 5033, 3218, 1044, 1]","[0, 4532, 3540, 1]"
"[0, 3512, 2981, 4628, 3760, 4395, 3148, 4848, 4729, 3, 3791, 211, 1525, 4442, 588, 4738, 683, 3740, 123, 3126, 125, 3605, 194, 1]","[0, 3491, 1]"
"[0, 4098, 4542, 999, 1559, 1427, 2036, 2430, 3957, 4690, 4844, 3154, 3213, 4729, 5034, 4777, 3081, 2799, 3524, 1711, 3152, 1309, 2563, 3138, 3605, 194, 1]","[0, 4098, 1]"
"[0, 2430, 3212, 3957, 4690, 1970, 2436, 3327, 2340, 2417, 775, 43, 1203, 1426, 1645, 3093, 3820, 1003, 3140, 4549, 1952, 2053, 4528, 4307, 3762, 4549, 796, 3138, 3605, 194, 1]","[0, 2340, 1]"
"[0, 2798, 3019, 200, 3439, 1203, 43, 4354, 2430, 3957, 4690, 4844, 3154, 3213, 4729, 5034, 4777, 3081, 2799, 4092, 2467, 5103, 3152, 325, 2563, 3138, 3605, 194, 1]","[0, 2798, 1]"
"[0, 2430, 3212, 3957, 4690, 2231, 3, 2436, 3327, 4308, 4948, 1203, 43, 775, 1606, 2672, 3414, 3820, 1315, 3140, 4549, 1952, 2053, 4528, 4307, 3762, 4549, 796, 3138, 3605, 194, 1]","[0, 4308, 1]"
"[0, 2430, 3212, 3957, 4690, 3599, 1295, 3327, 3213, 4848, 4729, 2426, 3312, 3755, 325, 4631, 3152, 3140, 4627, 5286, 3453, 3177, 3666, 3138, 3605, 194, 4627, 5286, 3762, 796, 1]","[0, 3755, 1]"
"[0, 2430, 4848, 4729, 3787, 4881, 777, 1234, 183, 775, 2516, 4262, 2042, 1606, 3138, 3605, 194, 1]","[0, 3787, 1]"
"[0, 2430, 3212, 3957, 4690, 4528, 4542, 3346, 1843, 1203, 43, 3086, 1044, 1645, 2467, 3968, 3740, 800, 3740, 3348, 1911, 3347, 3152, 325, 4631, 1]","[0, 3346, 1]"
"[0, 2430, 3212, 3957, 4690, 2233, 3, 2436, 3327, 4308, 4948, 183, 1343, 1606, 3098, 3414, 3820, 1315, 3140, 4549, 1952, 2053, 4528, 4307, 3762, 4549, 800, 3138, 3605, 194, 1]","[0, 4308, 1]"
"[0, 2430, 3957, 4690, 3327, 4532, 1843, 2795, 1343, 4892, 43, 1399, 775, 3647, 1203, 1662, 2438, 4465, 1588, 792, 3138, 3605, 194, 4549, 800, 3364, 4579, 3146, 2714, 59, 1]","[0, 4532, 1]"
"[0, 4098, 2036, 1559, 1544, 43, 2587, 2060, 2430, 3957, 4690, 4844, 3154, 3213, 4729, 5034, 4777, 3524, 5132, 3081, 2799, 3152, 186, 2563, 3138, 3605, 194, 1]","[0, 4098, 1]"
"[0, 2430, 3212, 3957, 4690, 2097, 2436, 3327, 3554, 4948, 1203, 43, 775, 1606, 3092, 3414, 2599, 3820, 1315, 3140, 4549, 1952, 2053, 4528, 4307, 3762, 4549, 796, 3138, 3605, 194, 1]","[0, 3554, 1]"
"[0, 2430, 3957, 4690, 5034, 4777, 3605, 194, 3664, 3081, 4387, 4629, 1544, 43, 2709, 1645, 3218, 1203, 1662, 3218, 4647, 2986, 5033, 3218, 354, 1]","[0, 4387, 1]"
"[0, 2430, 3212, 3957, 4690, 2340, 2417, 1636, 2459, 2784, 1203, 4881, 1203, 43, 3645, 183, 775, 2438, 4653, 1033, 3516, 3138, 3605, 194, 4549, 3762, 803, 3393, 3146, 4634, 2718, 103, 809, 1]","[0, 2340, 1]"
"[0, 2430, 3957, 4690, 3213, 4729, 4848, 3662, 2715, 4804, 4733, 4777, 2619, 4387, 2615, 325, 4631, 3152, 2467, 4409, 3740, 2619, 3606, 1]","[0, 4387, 1]"
"[0, 2430, 3212, 3957, 4690, 2416, 3321, 974, 3516, 2796, 2550, 1196, 1197, 1594, 3516, 1343, 5037, 3152, 3605, 194, 3140, 4549, 4311, 3476, 3007, 2714, 3957, 4690, 4725, 3595, 3768, 4763, 2568, 4716, 3658, 1]","[0, 2416, 1]"
"[0, 2430, 3212, 3957, 4690, 2929, 3, 2436, 3327, 2594, 2030, 186, 43, 43, 775, 1229, 1158, 3820, 356, 3140, 4549, 1952, 2053, 4528, 4307, 3762, 4549, 796, 3138, 3605, 194, 1]","[0, 2594, 1]"
"[0, 2430, 3957, 4690, 5034, 4777, 3605, 194, 3664, 3081, 4027, 4629, 1544, 43, 2709, 1559, 775, 3218, 1203, 1662, 3218, 4776, 5033, 3218, 270, 3762, 4627, 5286, 794, 4784, 5330, 3140, 4627, 5286, 4431, 1911, 1]","[0, 4100, 1]"
"[0, 4098, 2036, 1833, 3438, 1426, 43, 4217, 4918, 2430, 3957, 4690, 4844, 3154, 3213, 4729, 5034, 4777, 3081, 2799, 3524, 5120, 3138, 3605, 194, 1]","[0, 4098, 1]"
"[0, 2430, 3957, 4690, 2714, 4763, 5291, 4812, 3782, 183, 183, 775, 4193, 1833, 3325, 823, 3064, 121, 806, 3325, 1017, 3064, 186, 806, 3663, 4549, 3897, 1]","[0, 3782, 1]"
"[0, 2430, 3957, 4690, 5034, 4777, 3605, 194, 3664, 3081, 4027, 4629, 1662, 43, 2709, 1559, 1129, 1203, 1662, 2438, 4452, 2487, 1804, 3762, 4627, 5286, 794, 4784, 5330, 3140, 4627, 5286, 4431, 1911, 1]","[0, 4100, 1]"
"[0, 2430, 3957, 4690, 5034, 4777, 3605, 194, 3664, 3081, 2340, 2417, 2567, 4717, 2984, 4848, 4729, 389, 3657, 4629, 1343, 43, 2709, 1645, 3218, 183, 775, 3218, 4776, 5033, 3218, 1044, 3762, 4627, 5286, 794, 4784, 5330, 3140, 4627, 5286, 4431, 1911, 1]","[0, 2340, 1]"
"[0, 2430, 3212, 3957, 4690, 3213, 4729, 2714, 4763, 5291, 4812, 1618, 2331, 1426, 43, 1203, 1662, 4168, 1676, 3772, 3138, 3605, 194, 1]","[0, 2331, 1]"
"[0, 2430, 3212, 3957, 4690, 3213, 4729, 2714, 4763, 5291, 4812, 3, 742, 2330, 2807, 43, 1203, 1662, 4168, 1645, 3138, 3605, 194, 1]","[0, 2330, 1]"
"[0, 2430, 3957, 4690, 4848, 4729, 4763, 784, 3657, 2467, 5164, 4940, 4629, 1204, 3255, 4710, 1044, 183, 1097, 3140, 4549, 2799, 5336, 3038, 325, 4631, 3152, 2714, 4763, 5291, 4812, 3138, 3605, 194, 1]","[0, 4940, 1]"
"[0, 2430, 3957, 4690, 3327, 4027, 1552, 2459, 2784, 43, 1600, 4881, 1544, 43, 775, 3647, 183, 775, 2438, 4653, 365, 3516, 3138, 3605, 194, 1]","[0, 4100, 1]"
"[0, 2430, 3212, 3957, 4690, 2714, 4763, 5291, 4812, 2332, 775, 43, 1203, 1662, 3233, 2587, 1833, 3663, 4549, 3897, 4528, 1]","[0, 2332, 1]"
"[0, 2430, 3212, 3956, 4690, 3, 4390, 2030, 775, 43, 1203, 1645, 2672, 3820, 1315, 2192, 3138, 3605, 194, 3127, 1952, 2053, 1]","[0, 4387, 1]"
"[0, 2430, 3212, 3957, 4690, 2137, 2436, 3327, 3554, 4146, 4866, 1544, 43, 43, 1600, 1399, 2676, 3414, 757, 1314, 3140, 4549, 1952, 2053, 4528, 4307, 3138, 3605, 194, 1]","[0, 3554, 1]"
"[0, 2430, 3212, 3957, 4690, 4387, 3327, 4881, 1203, 43, 2709, 1559, 3213, 3218, 3327, 3213, 4729, 3589, 4294, 498, 4631, 3152, 4549, 3762, 803, 3605, 194, 3140, 4549, 4942, 3475, 2625, 1]","[0, 4387, 1]"
"[0, 2430, 3957, 4690, 3911, 4946, 767, 3063, 4216, 3483, 3364, 4629, 3161, 3589, 3138, 3569, 3138, 3605, 194, 1]","[0, 3483, 1]"
"[0, 2430, 3957, 4690, 2436, 3327, 4033, 2051, 1897, 4542, 3589, 4456, 4854, 1309, 4631, 3152, 3127, 2491, 3605, 194, 1]","[0, 4032, 1]"
"[0, 2430, 3957, 4690, 3327, 4532, 3911, 2784, 183, 4881, 1426, 43, 3645, 183, 775, 2438, 4653, 578, 3516, 1636, 2459, 3138, 3605, 194, 1]","[0, 4532, 3911, 1]"
"[0, 2430, 3957, 4690, 3327, 4532, 4214, 3911, 2784, 775, 4881, 775, 43, 3645, 183, 775, 2438, 4653, 2542, 1033, 3516, 1636, 2459, 3138, 3605, 194, 1]","[0, 4532, 4214, 1]"
"[0, 2430, 3212, 3957, 4690, 2193, 2436, 3327, 4390, 2030, 1343, 43, 183, 1426, 1645, 2669, 3762, 794, 3140, 4549, 1952, 2053, 4528, 4307, 757, 1314, 3138, 3605, 194, 1]","[0, 4387, 1]"
"[0, 2430, 3212, 3956, 4690, 3, 2340, 2417, 183, 1426, 1645, 3104, 3820, 1004, 1975, 3138, 3605, 194, 3127, 1952, 2053, 1]","[0, 2340, 1]"
"[0, 4209, 2430, 3957, 4690, 4147, 4629, 1344, 3524, 4147, 3881, 359, 3152, 2714, 4763, 5291, 4812, 3140, 4549, 1925, 3762, 4549, 793, 3605, 194, 1]","[0, 4147, 1]"
"[0, 2430, 3212, 3957, 4690, 3217, 4777, 3311, 3218, 3199, 4944, 1261, 3524, 4013, 4542, 2579, 1234, 194, 2412, 3152, 3140, 4627, 5286, 2839, 2464, 3335, 4627, 5286, 3762, 794, 3138, 3605, 194, 1]","[0, 4013, 1]"
"[0, 2430, 3957, 4690, 5034, 4777, 3605, 194, 3664, 3081, 4387, 4629, 1343, 43, 2709, 1645, 3218, 183, 775, 3218, 4776, 5033, 3218, 1044, 3762, 4627, 5286, 794, 4784, 5330, 3140, 4627, 5286, 4431, 1911, 1]","[0, 4387, 1]"
"[0, 2430, 3212, 3957, 4690, 3, 3547, 4982, 775, 43, 1203, 1606, 3093, 3414, 3820, 1002, 1958, 3138, 3605, 194, 3127, 1952, 2053, 1]","[0, 3547, 1]"
"[0, 2430, 3212, 3957, 4690, 3, 3554, 4948, 1544, 43, 43, 1600, 1606, 3087, 3820, 1315, 2095, 3138, 3605, 194, 3127, 1952, 2053, 1]","[0, 3554, 1]"
"[0, 4940, 4946, 1645, 3440, 775, 43, 3503, 3986, 2430, 3957, 4690, 4844, 3154, 4848, 4729, 4733, 4777, 3081, 2799, 4092, 2467, 5169, 3152, 325, 2563, 3138, 3605, 194, 1]","[0, 4940, 1]"
"[0, 2430, 3212, 3957, 4690, 3599, 1293, 3327, 3213, 4848, 4729, 2426, 3312, 3755, 325, 4631, 3152, 3140, 4627, 5286, 3453, 3177, 3666, 3138, 3605, 194, 4627, 5286, 3762, 794, 796, 1]","[0, 3755, 1]"
"[0, 2430, 3212, 3957, 4690, 3, 4082, 1203, 43, 775, 1645, 3094, 2250, 3138, 3605, 194, 3127, 1952, 2053, 1]","[0, 4082, 1]"
"[0, 2430, 4848, 4729, 2419, 2340, 4629, 775, 43, 2709, 1833, 5033, 3218, 1029, 3218, 183, 775, 2467, 2355, 2714, 4763, 3957, 4690, 5291, 4812, 5334, 5339, 4733, 4777, 3605, 194, 3152, 325, 5037, 3127, 2619, 25, 3740, 800, 1]","[0, 2340, 1]"
"[0, 2430, 3957, 4690, 5034, 4777, 3605, 194, 3664, 3081, 4027, 4629, 775, 43, 2709, 1833, 775, 3218, 183, 775, 3218, 4776, 5033, 3218, 1029, 3762, 4627, 5286, 794, 4784, 5330, 3140, 4627, 5286, 4431, 1911, 1]","[0, 4100, 1]"
"[0, 2430, 3957, 4690, 3327, 2340, 2417, 1645, 2784, 1203, 1426, 4881, 775, 43, 3645, 183, 775, 2438, 4653, 1033, 3516, 3138, 3605, 194, 1]","[0, 2340, 1]"
