,desc,wordId
9898,PROLENE BLU 8/0 60CM M0.4_Chỉ phẫu thuật tổng hợp không tiêu vô trùng_Model F1890_Hộp 36 cái_Hàng mới 100%,PROLENE
3369,"Chỉ khâu phẫu thuật Suture (Maxon* 4-0 75cm V-24X36 ), loại tự tiêu, mã:8886621731.36 cuộn/hộp.Mới 100%, sản xuất năm:2015. Hãng SX: Covidien",Maxon
7652,Chỉ phẫu thuật vô trùng nhãn hiệu Catgut chrom có thời gian tự tiêu 14 ngày số 2/0 dài 75cm kim 1/2 kim tròn vòng kim 26mm,CatGut
8271,CTD VICRYL+  ANTIBACT VI 1 70_Chỉ phẫu thuật tổng hợp tự tiêu vô trùng_Hiệu Ethicon_Product code VCP9213H_Hộp 36 cáiHàng mới 100%,VICRYL+
3377,"Chỉ khâu phẫu thuật Suture (Polysorb* 0 75cm V-26), loại tự tiêu, mã:GL128, 36 cuộn/hộp.Mới:100%, sản xuất năm:2016. Hãng SX: Covidien",Polysorb
4855,"Chỉ phẫu thuật Chromic Catgut tự tiêu tự nhiên, tiệt trùng, đơn sợi số 1, chiều dài sợi chỉ 75cm, sợi chỉ màu nâu,12 sợi/hộp, code: CC220140B0P, nsx: DemeTECH,mới100%",CatGut
10016,PROLENE MESH 15X15CM_Tấm lưới phẫu thuật tổng hợp không tiêu vô trùng _Hiệu Ethicon_Model PMM1_Hàng mới 100%,MESH
2329,Chỉ khâu phẫu thuật không tiêu (CARDIOFLON EV3/0 3/8 R20  75CM ).Hàng mới 100%,Cardioflon
6935,Chỉ phẫu thuật tự tiêu tổng hợp bán thành phẩm PGLA Multifilament (Neosorb) USP 5-0 (PGLA  Undyed). Hãng sản xuất Samyang Biopharmaceuticals Corporation / Hàn Quốc. Hàng mới 100%.,NEOSORB
4706,"Chỉ phẩu thuật : GLICOFIL LAC . Code: FR458L.Hộp: 36 Cuộn,  01 cuộn/90cm, NSX: ASSUT EUROPE S.P.A, Ý.  Hàng mới 100%",GLICOFIL LAC
11642,"Chỉ Khâu Phẫu Thuật  (G0617142). Chủng loại:STEELEX STE SET2 (5) 4X45CM HRC37SS(M) LP. Hãng sx: B.Braun Surgical SA, Năm sx: 2015. Hàng mới 100%",STEEL
9262,"Nguyên liệu chỉ phẫu thuật không tự tiêu tổng hợp Sterilux PP USP 7/0 blue 100m DI, dùng sản xuất Chỉ Polypropylen. Hàng mới 100%.",PROPYLEN
1219,"Chỉ khâu phẫu thuật  SURGICRYL 910 EP 3 USP 2/0 NEEDLE 1/2 CIR TAPER 26 MM / 75 CM. Hàng mới 100%, SX năm 2017, lô170606, hạn sử dụng 05/2022",Surgicryl
4217,"Chỉ Khâu Phẫu Thuật(C1048042) - Chủng loại: SAFIL VIOLET 2/0 (3) 70CM HR26 (M) ,hãng sx:B.BRAUN SURGICAL SA, Năm sx: 2015.1 hộp/36 chiếc. Hàng mới 100%",SAFIL
3121,"Chỉ khâu phẫu thuật POLYPROPYLENE 75 CM EP 1 USP 5/0 DOUBLE NEEDLE 1/2 CIR TAPER 13 MM. Hàng mới 100%, SX năm 2017, lô170603, hạn sử dụng 05/2022",PROPYLEN
4354,"Chỉ khâu phẫu thuật: CARDIOFLON EV2/03/8  R20 75CM, Lô: 942640A năm sx: 2015, hd: 2019, nhà sx: Peter surgical, hàng mới 100%",Cardioflon
8593,ETHICON BONEWAX STERILE 2G_Chỉ phẫu thuật tổng hợp không tiêu vô trùng_Hiệu Ethicon_Model W810_Hộp 12 cái_Hàng mới 100%,WAX
5694,CHỈ PHẪU THUẬT LOẠI DACLON NYLON MONOFIL  75 CM EP 1   USP 5/0 NEEDLE  3/8 CIR REV CUT.  16 MM. HÀNG MỚI 100%,Daclon
5542,CHỈ PHẪU THUẬT LOẠI  SURGICRYL 910 EP 1.5 USP 4/0 NEEDLE 3/8 CIR REV. CUT. 16 MM / 75 CM. HÀNG MỚI 100%,Surgicryl
2349,Chỉ khâu phẫu thuật không tiêu (COROLENE  4/0 1/2 R22 DA 90CM ).Hàng mới 100%,Corolene
8603,ETHICON SECURESTRAP 5MM ABSORBABLE_kẹp định vị lưới điều trị thoát vị_Hiệu Ethicon_Product code STRAP25R_Hộp 1 cái_Hàng mới 100%,Thoát vị
327,"Chỉ  phẫu thuật SURGICRYL 910 EP 3 USP 2/0 NEEDLE 1/2 CIR TAPER 26 MM / 75 CM. Hàng mới 100%, SX năm 2016,  LÔ160827, hạn sử dụng 7/2021",Surgicryl
9569,PROLENE  BLU 90CM M2 3/0 RB-1_Chỉ phẫu thuật tổng hợp không tiêu vô trùng_Hiệu Ethicon_Product code W8558_Hộp 12 cái_Hàng mới 100%,PROLENE
8547,ETHIBOND EXCEL SUTURE 30IN(75CM) 2_Chỉ phẫu thuật tổng hợp không tiêu vô trùng_Hiệu Ethicon_Product code MX763_Tá 12 cái_Hàng mới 100%_Loại D,ETHIBOND
12055,VICRYL PLUS SUTURE 36IN(90CM) 0 VI_Chỉ phẫu thuật tổng hợp tự tiêu tiệt trùng_Hiệu Ethicon_Product code VCP518H_Hộp 36 cái_Hàng mới 100%,VICRYL PLUS
8885,"Kim và chỉ khâu phẫu thuật, nhãn hiệu Demetech. Chủng loại : DemeLON - Nylon Monofilament. Code: NL209140F4P. Xuat xu: USA, Nam san xuat: 2016.",Demelon
4197,"Chỉ Khâu Phẫu Thuật(C1048013) - Chủng loại: SAFIL VIOLET 4/0 (1.5) 70CM HR17 (M) ,hãng sx:B.BRAUN SURGICAL SA, Năm sx: 2015.1 hộp/36 chiếc. Hàng mới 100%",SAFIL
3133,"Chỉ khâu phẫu thuật Polysorb (Polysorb số 1, loại tự tiêu), mã:CL915, 36 cuộn/hộp.Mới:100%, sản xuất năm:2016. Hãng SX: Covidien",Polysorb
8878,"Kim và chỉ khâu phẫu thuật, nhãn hiệu Demetech. Chủng loại : DemeGUT - Chromic Catgut. Code: DT-123-1/CC222026B0P. Xuat xu: USA, Nam san xuat: 2016.",CatGut
2647,"Chỉ khâu phẫu thuật khử trùng liền kim Polydioxanone suture MP-29-03, 29G, cỡ 38mm, 100 chiếc/hộp. Hãng Sản xuất: 21 Century Medical Co., Ltd, ngày sản xuất: 08/03/2017, dùng trong y tế. Hàng mới 100%",Polydioxanone
11293,VICRYL VIO 75CM M2 3/0 MH-1 PLUS_Chỉ phẫu thuật tổng hợp tự tiêu tiệt trùng_Hiệu Ethicon_Product code W9130_Hộp 12 cái_Hàng mới 100%,VICRYL
1825,"Chỉ khâu phẫu thuật : Surgical Suture : LUXAMID NYLON 10/0 DSP 2x6.2mm 30cm (Code : NY10DSP062-D, NSX : 2014, NSX : LUXSUTURES AG, Luxembourg) (Hộp/12 sợi)",LUXAMID
1240,"Chỉ khâu phẫu thuật '' TRO-NYLOFIL'' 75cm, USP 2/0, 3/0 ( hộp/12 cái) hàng y tế, mới 100%",TRO-NYLOFIL
6889,"Chỉ phẫu thuật tự tiêu SURGICRYL 910 EP 4 USP 1 NEEDLE 1/2 CIR TAPER 40 MM / 90 CM. Hàng mới 100%, SX năm 2017, lô170606, hạn sử dụng 05/2022",Surgicryl
10828,VICRYL RAP UND 90CM 2/0 V-34_Chỉ phẫu thuật tổng hợp tự tiêu vô trùng_Hiệu Ethicon_Product code W9962_Hộp 12 cái_Hàng mới 100&,VICRYL RAP
7537,"Chỉ phẫu thuật vô trùng mới 100% nhãn hiệu Surgicryl 910 số 6/0 dài 45cm 2 needles 1/4 cir spatula 8mm 300. Năm sản xuất: 2014 trở đi, hãng sản xuất SMI AG",Surgicryl
8666,ETHILON BLK 13CM M0.3 USP9/0 SGLE ARMED BV100-4_Chỉ phẫu thuật tổng hợp không tiêu tiệt trùng_Model W2829_ Hiệu Ethicon_ Hộp 12 cái_Hàng mới 100%,ETHILON
3746,"Chỉ khâu phẩu thuật tự tiêu Pegelak  1 40 1/2, 90cm, 12 tép/hộp.  Code: L7410. Hãng sx : DOGSAN TIBBI MAIZEME SAN.A.S. Năm sản xuất : 2016-2017. Hàng mới 100%",Pegelak
9355,PDS 2/0 70CM VIOLET M3 SH_Chỉ phẫu thuật tổng hợp tự tiêu tiệt trùng_Hiệu Ethicon_Model W9125H_Hàng mới 100%,PDS
11660,"Chỉ Khâu Phẫu Thuật (C0025804). Chủng loại: MONOSYN,  4/0 (1.5) 45CM DGMP19 1PAC=36PC, Hãng sx: B.BRAUN SURGICAL SA , Năm sx: 2015. Hàng mới 100%",MONOSYN
8894,"Lưới điều trị thoát vị PARIETEX MONO POLYMESH 15X10CM, hàng mới 100%, NSX: Pháp, hãng sản xuất: Covidien, năm SX:  2016.  Số GP: 606/BYT-TB-CT",MESH
5995,CHỈ PHẪU THUẬT LOẠI SILK BLACK 75 CM EP 2 USP 3/0 NEEDLE 1/2 CIR TAPER 26 MM. HÀNG MỚI 100%. SX 2015. LÔ SX151004. HẠN DÙNG 10-2020.,SILK
1300,"Chỉ khâu phẫu thuật ( Steril Surgical Sutures, PGA (Neocryl) No:2 40M Round B.1/2 90cm, 1 Hộp = 12 Sợi ) Hàng mới 100%",NEOCRYL
5596,CHỈ PHẪU THUẬT LOẠI CATGUT CHROM 75 CM EP 2 USP 4/0 NEEDLE 3/8 CIR REV.CUTTING 19 MM. HÀNG MỚI 100%,CatGut
6124,CHỈ PHẪU THUẬT LOẠI SURGICRYL 910 EP 3 USP 2/0 NEEDLE 1/2 CIR TAPER 26MM/75CM. HÀNG MỚI 100%. SX 2016. LÔ SX160321. HẠN DÙNG 02-2021.,Surgicryl
7360,Chỉ phẫu thuật vô trùng mới 100% nhãn hiệu Poypropylene số 3/0 dài 75cm kim 1/2 kim tròn vòng kim 25mm,PROPYLEN
3107,"Chỉ khâu phẩu thuật Pegesorb rapid 3/0 25 1/2, 75 cm, 12 tép/hộp. Hãng sx : DOGSAN TIBBI MAIZEME SAN.A.S. Năm sản xuất : 2015",Pegesorb Rapid
9313,NL035-3#&Chỉ khâu phẫu thuật B,
1658,"Chỉ Khâu Phẫu Thuật (C1048096) - Chủng loại:  SAFIL, 0 (3.5) 70CM HR37S (M) 1PAC=36PC, Hãng sx:B.BRAUN SURGICAL SA, Năm sx:2016. Hàng mới 100%",SAFIL
4884,"Chỉ phẫu thuật chưa tiệt trùng,  Mã 2 x DLZ-6,4 -200; 8-0 pga violet 30cm. Hãng sản xuất FSSB Chirurgische Nadeln GmbH/Đức. Mới 100%.",PGA
8642,ETHILON BLK 13CM M0.3 9/0 BV100-4 _Chỉ phẫu thuật tổng hợp không tiêu vô trùng_Hiệu Ethicon_Product code W2829_Hộp 12 cái_Hàng mới 100%,ETHILON
2970,"Chỉ khâu phẫu thuật Mesh (Surgipro* 3x5 Undyed Mesh, cỡ 8cmx13cm), mã:SPMM35.3 miếng/hộp. Mới:100%, sản xuất năm 2014. Hãng SX: Covidien",MESH
6028,CHỈ PHẪU THUẬT LOẠI STEEL MONO EP 7 USP 5 (4  x 45 cm)   1/2 CIRC REV CUTTING NEEDLE   50 MM. HÀNG MỚI 100%. SX 2015. LÔ SX150701. HẠN DÙNG 08-2020.,STEEL
1685,"Chỉ Khâu Phẫu Thuật (C1048557) - Chủng loại: NOVOSYN VIOLET 1 (4) 90CM HR40S (M) ( PAC/36PCS ) , Hãng sx:B.BRAUN SURGICAL SA, Năm sx: 2016. Hàng mới 100%",NOVOSYN
2801,"Chỉ khâu phẫu thuật loại tự tiêu Vigilenz Catgut Chrom USP 2, mã: C27RH260, 12 cuộn/hộp, SX năm: 2015. Mới: 100%, hãng SX: Vigilenz Medical Devices",CatGut
232,"Chất hàng gắn xương(1029754) Chủng loại: Bone Wax, Hãng sx: Aesculap AG, Năm sx: 2015, 1PAC=24PC. Hàng mới 100%",WAX
7797,"Chỉ phẫu thuật vô trùng:  LUXYLENE POLYPROPYLENE  2/0 HRT2x 25mm 90cm (Code : PP20HRT25-D, NSX : 2017, NSX : Luxsutures AG, Luxembourg) (Hộp/12 sợi) (GP: 4446NK/BYT-TB-CT)",LUXYLEN
1862,"Chỉ khâu phẫu thuật : Surgical Suture : LUXCRYL PDO 3/0 HR 26mm 75cm (Code : PG30HR26, NSX : 2015, NSX : LUXSUTURES AG, Luxembourg) (Hộp/12 sợi)",LUXCRYL
4443,"Chỉ không tiêu Chiralene blue 3/0, mã PP 5257 (dùng để khâu trong phẫu thuật, tbyt mới 100%; hãng sx:Chirana, Séc;hãng phân phối:Vitrex,Đan Mạch;năm sx:2017)",CHIRALEN
11804,"Chỉ Khâu Phẫu Thuật(C1048042). Chủng loại:SAFIL VIOLET 2/0 (3) 70CM HR26 (M) (PAC/36PCS), Hãng sx: B.Braun Surgical SA, Năm sx: 2016. Hàng mới 100%",SAFIL
5390,"Chỉ phẫu thuật không tiêu tổng hợp, vô trùng, đơn sợi số 2, chiều dài sợi chỉ 4x45cm, sợi chỉ màu bạc,12 sợi/hộp, code: SW4x110248B6P, nsx: DemeTECH,mới100%",
4886,"Chỉ phẫu thuật chưa tiệt trùng,  Mã 2 x HDSL 10-300;5-0 pp blue 75cm. Hãng sản xuất FSSB Chirurgische Nadeln GmbH/Đức. Mới 100%",
8818,"Gạc cầm máu tự tiêu vô trùng trong phẫu thuật mới 100% nhãn hiệu SMI - Tampon 80*30mm, gói 6 chiếc. Năm sản xuất: 2014 trở đi",
6997,"Chỉ phẫu thuật tự tiêu Vital Polypropylenes. Dài 90cm, cỡ 1 (Hộp 12 tép). Hsx Unilene S.A.C. Năm sx 2016. Hàng mới 100%.",PROPYLEN
2799,"Chỉ khâu phẫu thuật loại tự tiêu số 401 (Chủng loại Mani Sutures PGA,6 đoạn/hộp). Hãng sản xuất Mani, Inc Nhật. Hàng mới 100%.Sản xuất năm 2015",PGA
8011,"Chỉ phẫu thuật,chủng loại Flexonru TM Multifilament Temporary Cardiac Pacing Lead,số 3/0,sợi dài 60cm,kim tròn,dài 17mm,cong 1/2 đường tròn,36 sợi/ hộp,mã sp 8886259243",FLEXON
7872,"Chỉ phẫu thuật, chủng loại FlexonruTM Multifilament Temporary Cardiac Pacing Lead, mã sp 8886261753, 12 sợi/hộp, hsx Covidien, mới 100%",FLEXON
5388,Chỉ phẫu thuật không tiêu TICRON (6 tép / hộp).88863323-56 Mới 100%.Nhà sản xuất: Covidien/Mỹ,Ticron
8995,MERSILENE TAPE WHI 40CM 5MM DA CTX_Chỉ phẫu thuật tổng hợp không tiêu tiệt trùng _Hiệu Ethicon_Model RS22_Hàng mới 100%,MERSILENE
1120,Chỉ khâu phẫu thuật - SAFIL VIOLET 2/0 (3) 70CM HR26 (M) (PAC/36PCS) (C1048042). Hàng mới 100%. HSX: B.BRAUN,SAFIL
6895,"Chỉ phẫu thuật tự tiêu SURGICRYL PGA EP 1.5 USP 4/0 NEEDLE 1/2 CIR TAPER 22 MM / 75 CM. Hàng mới 100%, SX năm 2017, lô170604, hạn sử dụng 05/2022",Surgicryl PGA
6387,"Chỉ phẫu thuật Plain Catgut tự tiêu tự nhiên, tiệt trùng(DemeTECH Absorbable (DemeGUT),12 sợi/hộp,code: CP232036B0P, nsx: DemeTECH,mới100%",CatGut
2212,"Chỉ khâu phẫu thuật dùng trong y tế: CARDIOXYL 2/0 1/2 KL25  DA 90CMTD3X7 BV10, Lô: 22060, Hd: 2018,.2020, Nhà sx: Peters Surgical",Cardioxyl
1013,Chỉ khâu phẫu thuật - PREMILENE 4/0 (1.5) 90CM 2XHR17 CV ( PAC/36PCS ) (C2090902),PREMILENE
6842,"Chỉ phẫu thuật tự tiêu Plain Catgut,chủng loại DemeTECH Absorbable (DemeGUT), dài 75cm,12 sợi/ hộp,  code: CP230037B0P, nsx: DEMETECH, mới 100%",CatGut
4524,Chỉ phẫu thuật  FLEXON (12 tép / hộp). Mới 100% 8886258643,FLEXON
7575,Chỉ phẫu thuật vô trùng mới 100% nhãn hiệu Surgicryl Monofilament số 2/0 dài 75cm kim 1/2 kim tròn vòng kim 26mm,Surgicryl Monofilament
11550,"Miếng ghép sọ não sinh học tự tiêu - Osteomesh-Osteostrip 100x4x3.5mm, (SN: 17001844 to 1863, NSX: 06-2016, HSD: 06-2019), mới 100%",MESH
10091,PROLENE SUTURE 24IN(60CM) 5-0 BLU_Chỉ phẫu thuật tổng hợp không tiêu vô trùng_Hiệu Ethicon_Model 8725H_Hộp 36 cái_Hàng mới 100%,PROLENE
1409,"Chỉ khâu phẫu thuật (B0560430)Chủng loại:CATGUT CHROM 2/0 ( 3.5 ) 75CM HR26 (PAC/24PCS),Hãng sx:B. Braun Surgical SA, năm sx: 2015. Hàng mới 100%",CatGut
8551,ETHIBOND GRN 100CM  M2 3/0  SH_Chỉ phẫu thuật tổng hợp không tiêu vô trùng_Hiệu Ethicon_Product code W6552_Hộp 12 cái_Hàng mới 100%,ETHIBOND
1672,"ChỈ Khâu Phẫu Thuật (C1048235) - Chủng loại:  SAFIL VIOLET 3/0 (2)  70CM DS24 (M)(PAC/36PCS).Hãng sx: B.Braun surgical SA, Năm sx: 2015. Hàng mới 100%",SAFIL
2948,"Chỉ khâu phẫu thuật mắt 3386 loại không tự tiêu, chất liệu Nylon (12 sợi/hộp). Hãng sản xuất Mani, Inc Nhật. Hàng mới 100%, sản xuất năm 2015.",Nylon
8215,"Chỉ tự tiêu ORYL USP 2-0 30MM 1/2 CRICLE ROUND BODY 70CM, hàng mới 100%",ORYL
1852,"Chỉ khâu phẫu thuật : Surgical Suture : LUXCRYL 910 3/0 HR 26mm 75cm (Code : PL30HR26, NSX : 2016, NSX : Luxsutures AG/Luxembourg) (Hộp/12 sợi)",LUXCRYL
1681,"Chỉ Khâu Phẫu Thuật (C1048549 ) - Chủng loại: SAFIL VIOLET 1 (4) 70CM HR30S (M) ( PAC/36PCS )  , Hãng sx:B.BRAUN SURGICAL SA, Năm sx: 2016. Hàng mới 100%",SAFIL
6154,CHỈ PHẪU THUẬT LOẠI SURGICRYL 910 EPO 4 USP8/0 45CM 2 NEEDLES 3/8 CIR SPATULATED 6MM 200um. HÀNG MỚI 100%. SX 2016. LÔ SX160223. HẠN DÙNG 01-2021.,Surgicryl
9731,PROLENE BLU 60CM 6/0 DA BV  _Chỉ phẫu thuật tổng hợp không tiêu vô trùng _Model W8597_Hiệu Ethicon_Hộp 10 cái_Hàng mới 100%,PROLENE
518,"Chỉ Khâu Phẫu Thuật  (C0022015). Chủng loại:MONOSYN VIOLET 3/0 (2) 70CM HR22(M)DDP (PAC/36PCS). Hãng sx: B.Braun Surgical SA, Năm sx: 2015. Hàng mới 100%",MONOSYN
7424,Chỉ phẫu thuật vô trùng mới 100% nhãn hiệu Silk số 6/0 dài 75cm kim 3/8 kim tam giác vòng kim 12mm,SILK
610,"Chỉ khâu phẫu thuật  CATGUT CHROM 75 CM EP 3 USP 3/0 NEEDLE 1/2 CIR TAPER 26 MM. Hàng mới 100%, SX năm 2017, lô170601, hạn sử dụng 05/2022",CatGut
4536,"Chỉ phẫu thuật  không tiêu tự nhiên dạng tơ, tiệt trùng, (DemeTech Silk (DemeSILK), 12 sợi/hộp,code: SK260126B0P, nsx: DemeTECH,mới100%",SILK
2056,"Chỉ khâu phẫu thuật Chordae Loop 24 mm. ePTFE CV-4.2xPH17. 2xPledgets 6x3 mm. 4 vỉ/hộp,mới 100%,hãng sx: Santec Medicalprodukte GmbH (dùng phẫu thuật tim mạch, nằm trong cơ thể người)",Chordae
4288,"ChỈ Khâu Phẫu Thuật(G1118706) - Chủng loại: DAFILON BLACK 10/0 (0.2) 30CM 2XDLM6 (PAC/12PCS). Hãng sx: B.Braun surgical SA, Năm sx:2015. Hàng mới 100%",DAFILON
7322,"Chỉ phẫu thuật vô trùng mới 100% nhãn hiệu Polypropylene số 6/0 dài 60cm  2 kim 3/8 kim tròn vòng kim 10mm. Năm sản xuất: 2014 trở đi, hãng sản xuất SMI AG",PROPYLEN
9922,PROLENE BLU 90CM M1 5/0 RB-1 VB_Chỉ phẫu thuật tổng hợp không tiêu vô trùng_Hiệu Ethicon_Model W8330_Hàng mới 100%,PROLENE
5081,"Chỉ phẫu thuật dùng trong y tế: OPTIME 1 1/2 R40 90CM, Lot: 20329, Hd: 06/2020, Lot: 25834-35-36-37-38-39, Hd: 10/2020, Nhà sx: Peters",OPTIME
7355,"Chỉ phẫu thuật vô trùng mới 100% nhãn hiệu Polypropylene số 8/0 dài 60cm 2x 3/8 cir soft coronar 8mm. Năm sản xuất: 2014 trở đi, hãng sản xuất SMI AG",PROPYLEN
7062,"Chỉ phẫu thuật vô trùng mới 100% nhãn hiệu Catgut chrom có thời gian tự tiêu 14 ngày số 4/0 dài 75cm kim 1/2 kim tròn vòng kim 26mm. Năm sản xuất : 2014 trở đi, hãng sản xuất SMI AG",CatGut
2462,"Chỉ khâu phẫu thuật không tiêu, dùng trong y tế  72107 ( CARDIONYL 5/0 3/8 R16  80CM    o). Hàng mới 100%",Cardionyl
2361,"Chỉ khâu phẫu thuật không tiêu, dùng trong y tế  - 19S15E ( CARDIOFLON EV4/0 3/8 R16  75CM). Hàng mới 100%",Cardioflon
6975,"Chỉ phẫu thuật tự tiêu trong 20 ngày  Code:W9120.Vicryl số 3-0,kích thước 26mm 1/2C-75cm. Hãng SX:  ETHICON.Đóng gói 12 sợi/hộp,Dùng trong y tế.Hàng mới 100%",VICRYL
5846,CHỈ PHẪU THUẬT LOẠI POLYPROPYLENE 60 CM EP 0.7 USP 6/0 2 NEEDLES 1/2 CIR TAPER 13 MM. HÀNG MỚI 100%,PROPYLEN
11708,Chỉ khâu phẫu thuật dùng trong y tế: CARDIOXYL 2/0 3/8 KL20 DA 90CM .Nhà sx: Peters Surgical.,Cardioxyl
1160,Chỉ khâu phẩu thuật - SILKAM BLACK 2/0 ( 3 ) 75CM DS24 (PAC/36PCS) (C0762369). Hàng mới 100%. HSX: B.BRAUN,SILK
1461,"Chỉ Khâu Phẫu Thuật (C0025020),Chủng loại:MONOSYN, QUICK UND 6/0 (0.7) 45CM DSMP11 (M) 1PAC= 36PC, Hãng sx:B.BRAUN SURGICAL SA. Hàng mới 100%",MONOSYN
3183,"Chỉ khâu phẫu thuật Silk (Loại USP 3/0, dài 60cm, không kim ) (loại không tiêu), mã: S36P130, 156 sợi/hộp, SX năm: 2017 . Mới: 100%, hãng SX: Vigilenz Medical Devices",SILK
6377,"Chỉ phẫu thuật PGA VIO 1x90-40mm HC RB / Megasorb, lô số: IB16005, mã hàng: MS2347. Hàng mới 100%",Megasorb
7937,"Chỉ phẫu thuật, chủng loại PolysortTM Braided Absorbable Suture, mã sp UL101, 36 sợi/hộp, hsx Covidien, mới 100%",Polysort
6173,CHỈ PHẪU THUẬT LOẠI SURGICRYL PGA EP 1 USP 5/0 NEEDLE 1/2 CIR TAPER 17 MM / 75 CM. HÀNG MỚI 100%,Surgicryl PGA
6244,CHỈ PHẪU THUẬT LOẠI SURGICRYL RAPID PGA EP 2 USP 2/0 NEEDLE 1/2 CIR TAPER CUT 26 MM/75 CM. HÀNG MỚI 100%,Surgicryl Rapid
4121,"Chỉ Khâu Phẫu Thuật(C0765201), Chủng loại: SILKAM BLACK 4/0 (1.5) 75CM DS19, Năm:2014, Hãng sx: B.Braun Surgical SA. 1Pac=36PC.Hàng mới 100%",SILK
593,Chỉ khâu phẩu thuật - CATGUT CHROM 1 ( 5 ) 75CM HR40S ( PAC/24PPCS ) (B0570753).Hàng mới 100%.HSX:B.BRAUN,CatGut
60,"(RA-1012Q ) Chỉ phẫu thuật Quill số 4-0 (model:Quill PDO),12sợi/hộp , dùng trong y tế, hãng sx Angiotech,năm sx 2013, mới 100%",Quill
2639,"Chỉ khâu phẫu thuật khử trùng liền kim JBP VIift 31G, model: Polydioxanone Suture, cỡ 30mm,100 chiếc/hộp. Hãng Sản xuất Feeltech Co., Ltd, sản xuất năm 2014. Hàng mới 100%",Polydioxanone
7412,"Chỉ phẫu thuật vô trùng mới 100% nhãn hiệu Silk số 4/0 dài 75cm kim 1/2 kim tròn vòng kim 26mm. Năm sản xuất: 2014 trở đi, hãng sản xuất SMI AG",SILK
719,Chỉ khâu phẫu thuật - MONOMAX VOILET 2/0 (3) 70CM HR26 (M) (PAC/24PC) (B0041249).Hàng mới 100%.HSX: B.BRAUN,MONOMAX
835,Chỉ khâu phẫu thuật - MONOSYN VIOLET 6/0 (0.7) 70CM HR13 (PAC/36PCS) (C0022007). Hàng mới 100%. HSX:B.BRAUN,MONOSYN
11321,VICRYL VIO 75CM M3 2/0 MH-1 PLUS_Chỉ phẫu thuật tổng hợp tự tiêu tiệt trùng_Hiệu Ethicon_Product code W9136_Hộp  12 cái_Hàng mới 100%,VICRYL
2937,"Chỉ khâu phẫu thuật mắt 3377 loại không tự tiêu,chất liệu Nylon (12 sợi/hộp). Hãng sản xuất Mani, Inc Nhật. Hàng mới 100% ,sản xuất năm 2014,2015",Nylon
998,Chỉ khâu phẫu thuật - PREMILENE 3/0 (2)  75CM HR26CV  (C2090041). Hàng mới 100%.HSX:B.BRAUN,PREMILENE
12024,"Chỉ tự tiêu Chromic Catgut số 2/0 (Dài 90cm, vòng kim 25mm, kim 1/2) Code: CC1022025B0p, dùng trong phẫu thuật y tế, đã được tiệt trùng, mới 100%, Hộp 12 vỉ, HSX: Demetech -Mỹ, NSX: 2016",CatGut
7270,"Chỉ phẫu thuật vô trùng mới 100% nhãn hiệu Polypropylene số 2/0 dài 90cm 2 kim 1/2 kim tròn vòng kim 25mm. Năm sản xuất: 2014 trở đi, hãng sản xuất SMI AG",PROPYLEN
5645,CHỈ PHẪU THUẬT LOẠI CATGUT CHROM 75CM EP 3.5 USP 2/0 NEEDLE 1/2 CIR TAPER 26 MM. HÀNG MỚI 100%,CatGut
2794,"Chỉ khâu phẫu thuật loại tự tiêu Ecosorb USP 1, mã: E19RH400, 12 cuộn/hộp, SX năm: 2016. Mới: 100%, hãng SX: Vigilenz Medical Devices",Ecosorb
2310,"Chỉ khâu phẫu thuật Ecosorb (Loại USP 4/0, dài 75cm, kim RH 17mm) (loại tự tiêu), mã: E47RH170, 12 cuộn/hộp, SX năm: 2017. Mới: 100%, hãng SX: Vigilenz Medical Devices",Ecosorb
7166,Chỉ phẫu thuật vô trùng mới 100% nhãn hiệu Daclon Nylon số 6/0 dài 75cm kim 3/8 kim tam giác vòng kim 16mm,Daclon
8858,"Keo sinh học vá mạch máu và màng não 5ml (BioGlue Surgical Adhesive). Hàng mới 100% (5 gói/hộp, Hãng sx Cryolife, Mỹ. Năm sx 2015) (BG3510-5-G)",BIOGLUE
9910,"PROLENE BLU 90CM 4/0 DA SH-2_Chỉ phẫu thuật tổng hợp đơn sợi không tiêu tiệt trùng_Hiệu Ethicon_Product code W8761_Hộp 12 cái_Hàng mới 100%""_Loại D",PROLENE
2434,"Chỉ khâu phẫu thuật không tiêu, dùng trong y tế  20S07D ( COROLENE  6/0 3/8 R13 DA 75CM ). Hàng mới 100%",Corolene
2307,"Chỉ khâu phẫu thuật Ecosorb (Loại USP 2/0, dài 75cm, kim RH 26mm) (loại tự tiêu), mã: E27RH260, 12 sợi/hộp, SX năm: 2017. Mới: 100%, hãng SX: Vigilenz Medical Devices",Ecosorb
3802,"Chỉ khâu phẫu thuật tự tiêu sinh học Chromic USP 5/0 - Premium - 1,50 M, hãng sản xuất Cofibam Ind. E Com. DE Fios E Cabos Ltda / Brazil. Hàng mới 100%.",Chromic
3940,"Chỉ khâu phẫu thuật V-loc 90 (Vloc 90 số 3-0, loại tự tiêu), mã: VlOCM0024. 12 cuộn/hộp.Mới:100%, sản xuất năm:2016. Hãng SX: Covidien",VLOC
7136,"Chỉ phẫu thuật vô trùng mới 100% nhãn hiệu Daclon Nylon số 10/0 dài 30cm 2 kim 3/8 circ spatuled 6.2mm 150. Năm sản xuất: 2014 trở đi, hãng sản xuất SMI AG",Daclon
